Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 30Y,0,98.7,100.9,102.7,103.5,102.7,99.3,2ND QUARTILE PRICE,GNMA,03/06/2019
SINGLE FAMILY 30Y,0,98.8,101,102.8,103.8,104.2,103,3RD QUARTILE PRICE,GNMA,03/06/2019
SINGLE FAMILY 30Y,0,99,101.2,103,104.7,104.7,106,4TH QUARTILE PRICE,GNMA,03/06/2019
SINGLE FAMILY 30Y,0,99.2,103.4,105,106.3,108.5,111.6,AVG. PRICE TOP 5 TRADES,GNMA,03/06/2019
SINGLE FAMILY 30Y,0,0.6,1.5,1.2,1.4,2.3,7.8,STANDARD DEVIATION,GNMA,03/06/2019
SINGLE FAMILY 30Y,0,364013.2,1253338.1,1978549.7,2349369.5,490245.7,51197,VOLUME OF TRADES (000'S),GNMA,03/06/2019
SINGLE FAMILY 30Y,0,22,46,82,87,105,339,NUMBER OF TRADES,GNMA,03/06/2019
SINGLE FAMILY 15Y,97.8,99.3,100.8,102.3,101.9,102.7,100.5,AVERAGE PRICE,FNMA,03/07/2019
SINGLE FAMILY 15Y,98.2,99.5,101.2,102.8,105,103.3,104.3,WEIGHTED AVG. PRICE,FNMA,03/07/2019
SINGLE FAMILY 15Y,94.9,96.3,97.6,99.6,100.3,102,96.6,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/07/2019
SINGLE FAMILY 15Y,97.1,98.9,100.4,102,101.4,101.1,100,2ND QUARTILE PRICE,FNMA,03/07/2019
SINGLE FAMILY 15Y,98,99.8,101.2,102.6,101.9,102.8,101.7,3RD QUARTILE PRICE,FNMA,03/07/2019
SINGLE FAMILY 15Y,98.8,100.1,101.7,102.9,102.8,104,103.2,4TH QUARTILE PRICE,FNMA,03/07/2019
SINGLE FAMILY 15Y,99.1,100.3,102,103.4,104.1,103.7,104.2,AVG. PRICE TOP 5 TRADES,FNMA,03/07/2019
SINGLE FAMILY 15Y,1.2,1.2,1.1,1,1.6,1.7,4.4,STANDARD DEVIATION,FNMA,03/07/2019
SINGLE FAMILY 15Y,262873.7,197885.3,260135.7,125657.7,3613.9,665.8,3334.9,VOLUME OF TRADES (000'S),FNMA,03/07/2019
SINGLE FAMILY 15Y,63,95,150,69,23,8,15,NUMBER OF TRADES,FNMA,03/07/2019
SINGLE FAMILY 15Y,97.9,100,101.1,102.7,100.2,102,101.5,AVERAGE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 15Y,97.5,100.2,101.7,103.1,103.3,102.5,102.9,WEIGHTED AVG. PRICE,FHLMC,03/07/2019
SINGLE FAMILY 15Y,97.9,98.3,100.4,101.6,97.3,102,96.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/07/2019
SINGLE FAMILY 15Y,*,100,100.5,102.7,100,*,101.6,2ND QUARTILE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 15Y,*,100.2,101.2,103,101.8,*,102.5,3RD QUARTILE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 15Y,*,100.4,101.7,103.2,102.8,*,102.5,4TH QUARTILE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 15Y,97.9,100.4,101.8,103.2,103.4,102,103.3,AVG. PRICE TOP 5 TRADES,FHLMC,03/07/2019
SINGLE FAMILY 15Y,0.7,0.7,0.6,0.9,4.7,0.8,2.4,STANDARD DEVIATION,FHLMC,03/07/2019
SINGLE FAMILY 15Y,28451,259814.9,88144.5,35804.9,166.4,1018.6,3492.6,VOLUME OF TRADES (000'S),FHLMC,03/07/2019
SINGLE FAMILY 15Y,5,74,36,20,15,5,35,NUMBER OF TRADES,FHLMC,03/07/2019
SINGLE FAMILY 15Y,*,100.2,101.7,102.8,0,0,0,AVERAGE PRICE,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,100.1,101.5,103.3,0,0,0,WEIGHTED AVG. PRICE,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,100.2,101.6,102.4,0,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,*,101.6,102.5,0,0,0,2ND QUARTILE PRICE,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,*,101.6,103,0,0,0,3RD QUARTILE PRICE,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,*,102,103.1,0,0,0,4TH QUARTILE PRICE,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,100.2,101.7,103.2,0,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,0.7,0.3,0.5,0,0,0,STANDARD DEVIATION,GNMA,03/07/2019
SINGLE FAMILY 15Y,*,2137.4,13803.7,45821.2,0,0,0,VOLUME OF TRADES (000'S),GNMA,03/07/2019
SINGLE FAMILY 15Y,*,6,11,17,0,0,0,NUMBER OF TRADES,GNMA,03/07/2019
SINGLE FAMILY 30Y,96.7,98.1,100.1,102,104.2,104.8,104.5,AVERAGE PRICE,FNMA,03/07/2019
SINGLE FAMILY 30Y,97.5,98.4,100.6,102.5,104.3,106.1,108.3,WEIGHTED AVG. PRICE,FNMA,03/07/2019
SINGLE FAMILY 30Y,96.2,96.2,96.4,97,94,92,87.4,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/07/2019
SINGLE FAMILY 30Y,96.8,97.9,100,102,103.7,104.8,103,2ND QUARTILE PRICE,FNMA,03/07/2019
SINGLE FAMILY 30Y,97.4,98.1,100.3,102.3,105.1,105.5,105.9,3RD QUARTILE PRICE,FNMA,03/07/2019
SINGLE FAMILY 30Y,97.5,98.3,100.6,102.8,105.2,107,108.2,4TH QUARTILE PRICE,FNMA,03/07/2019
SINGLE FAMILY 30Y,97.4,99.6,101.9,103.9,106.1,108.1,110.9,AVG. PRICE TOP 5 TRADES,FNMA,03/07/2019
SINGLE FAMILY 30Y,1.3,0.8,1.1,1.5,2,4.3,6.1,STANDARD DEVIATION,FNMA,03/07/2019
SINGLE FAMILY 30Y,153626.8,1289267.7,2212695.2,3113435.2,2655214.3,513616.4,29810,VOLUME OF TRADES (000'S),FNMA,03/07/2019
SINGLE FAMILY 30Y,15,115,247,326,456,97,179,NUMBER OF TRADES,FNMA,03/07/2019
SINGLE FAMILY 30Y,96.8,97.9,100.2,102.5,104.8,106,104.2,AVERAGE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 30Y,97.5,98.3,100.5,102.5,104.6,106.7,107.3,WEIGHTED AVG. PRICE,FHLMC,03/07/2019
SINGLE FAMILY 30Y,96.8,96.1,93.9,98.4,99.8,99.3,84.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/07/2019
SINGLE FAMILY 30Y,*,97.7,100.2,102,104.1,105.2,105.4,2ND QUARTILE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 30Y,*,98,100.4,102.5,105.3,106.6,105.8,3RD QUARTILE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 30Y,*,98.2,100.7,103.2,105.3,107.5,107,4TH QUARTILE PRICE,FHLMC,03/07/2019
SINGLE FAMILY 30Y,96.8,99.8,101.4,103.8,106.5,108.5,111.6,AVG. PRICE TOP 5 TRADES,FHLMC,03/07/2019
SINGLE FAMILY 30Y,1.6,0.9,1.2,1,1.1,3.8,12.3,STANDARD DEVIATION,FHLMC,03/07/2019
SINGLE FAMILY 30Y,39864.5,953494.6,2391787.5,2475306.2,1703609.5,209155.1,20037.4,VOLUME OF TRADES (000'S),FHLMC,03/07/2019
SINGLE FAMILY 30Y,5,103,209,261,342,101,80,NUMBER OF TRADES,FHLMC,03/07/2019
SINGLE FAMILY 30Y,96.8,99.1,101.2,102.8,103.9,104.5,101.7,AVERAGE PRICE,GNMA,03/07/2019
SINGLE FAMILY 30Y,97,99.2,101.2,103.2,103.7,105,105.4,WEIGHTED AVG. PRICE,GNMA,03/07/2019
SINGLE FAMILY 30Y,96.8,98.7,100.3,100.8,101.8,100,52.6,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/07/2019
SINGLE FAMILY 30Y,*,99,101.1,102.8,103.6,103.6,98,2ND QUARTILE PRICE,GNMA,03/07/2019
SINGLE FAMILY 30Y,*,99.2,101.2,102.9,103.8,104.6,105.2,3RD QUARTILE PRICE,GNMA,03/07/2019
SINGLE FAMILY 30Y,*,99.3,101.4,103.1,103.9,105.8,107.4,4TH QUARTILE PRICE,GNMA,03/07/2019
SINGLE FAMILY 30Y,96.8,99.7,101.6,104.2,105.7,107.2,111.3,AVG. PRICE TOP 5 TRADES,GNMA,03/07/2019
SINGLE FAMILY 30Y,0.4,0.5,0.6,0.7,0.9,1.8,11.5,STANDARD DEVIATION,GNMA,03/07/2019
SINGLE FAMILY 30Y,32999.9,1100137.8,1872373.6,1836056.4,2133128.7,901745,166617.4,VOLUME OF TRADES (000'S),GNMA,03/07/2019
SINGLE FAMILY 30Y,5,23,57,103,83,120,181,NUMBER OF TRADES,GNMA,03/07/2019
SINGLE FAMILY 15Y,97.8,99.3,100.7,102.3,102.6,102.9,102.9,AVERAGE PRICE,FNMA,03/08/2019
SINGLE FAMILY 15Y,98.4,99.6,101.3,103.8,105.7,103,104.6,WEIGHTED AVG. PRICE,FNMA,03/08/2019
SINGLE FAMILY 15Y,95.8,96.3,94.7,100.7,101.8,102.9,102.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/08/2019
SINGLE FAMILY 15Y,97.5,99.1,100.6,101.7,101.5,*,103,2ND QUARTILE PRICE,FNMA,03/08/2019
SINGLE FAMILY 15Y,98.4,99.7,101.3,102.3,102.3,*,103.1,3RD QUARTILE PRICE,FNMA,03/08/2019
SINGLE FAMILY 15Y,98.5,100,101.8,103,103.9,*,105.3,4TH QUARTILE PRICE,FNMA,03/08/2019
SINGLE FAMILY 15Y,98.7,100.6,102.2,104.2,103.6,102.9,103.2,AVG. PRICE TOP 5 TRADES,FNMA,03/08/2019
SINGLE FAMILY 15Y,1.1,1.2,1.8,1,1.9,0.9,1.4,STANDARD DEVIATION,FNMA,03/08/2019
SINGLE FAMILY 15Y,154600.5,213040.6,309277.3,63012.4,34376.8,772.4,1399.5,VOLUME OF TRADES (000'S),FNMA,03/08/2019
SINGLE FAMILY 15Y,34,70,116,55,8,5,7,NUMBER OF TRADES,FNMA,03/08/2019
SINGLE FAMILY 15Y,97.6,99.9,100.9,102.5,101.4,*,*,AVERAGE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 15Y,98.4,100.3,101.8,103.1,102.8,*,*,WEIGHTED AVG. PRICE,FHLMC,03/08/2019
SINGLE FAMILY 15Y,97,98.8,99,101.9,101.4,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/08/2019
SINGLE FAMILY 15Y,96.7,99.9,100.3,102.9,*,*,*,2ND QUARTILE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 15Y,98.4,100.1,101.1,103,*,*,*,3RD QUARTILE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 15Y,98.4,100.3,101.8,103.1,*,*,*,4TH QUARTILE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 15Y,98.2,100.3,102,103.1,101.4,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/08/2019
SINGLE FAMILY 15Y,1,0.6,1,1,1.4,*,*,STANDARD DEVIATION,FHLMC,03/08/2019
SINGLE FAMILY 15Y,25941.9,63433.2,113015.4,19541.2,291.1,*,*,VOLUME OF TRADES (000'S),FHLMC,03/08/2019
SINGLE FAMILY 15Y,8,32,38,10,6,*,*,NUMBER OF TRADES,FHLMC,03/08/2019
SINGLE FAMILY 15Y,0,0,102.1,103,*,*,103.8,AVERAGE PRICE,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,102.1,103.1,*,*,104.7,WEIGHTED AVG. PRICE,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,102,103,*,*,103.1,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,102,103,*,*,103,2ND QUARTILE PRICE,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,102.1,103.1,*,*,103,3RD QUARTILE PRICE,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,102.1,103.1,*,*,104.6,4TH QUARTILE PRICE,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,102.1,103.1,*,*,105.4,AVG. PRICE TOP 5 TRADES,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,0.1,0,*,*,1.4,STANDARD DEVIATION,GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,48081.6,17580.1,*,*,711.5,VOLUME OF TRADES (000'S),GNMA,03/08/2019
SINGLE FAMILY 15Y,0,0,15,8,*,*,22,NUMBER OF TRADES,GNMA,03/08/2019
SINGLE FAMILY 30Y,94.9,98.3,100.2,101.8,104.4,105.1,101.3,AVERAGE PRICE,FNMA,03/08/2019
SINGLE FAMILY 30Y,97.6,98.5,100.6,102.5,104.1,106.2,107,WEIGHTED AVG. PRICE,FNMA,03/08/2019
SINGLE FAMILY 30Y,94.9,96.5,95.7,90.4,98.5,98.1,75.6,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/08/2019
SINGLE FAMILY 30Y,*,97.8,100.3,101.9,103.5,104.7,100,2ND QUARTILE PRICE,FNMA,03/08/2019
SINGLE FAMILY 30Y,*,98.3,100.5,102.1,104.3,105.1,103,3RD QUARTILE PRICE,FNMA,03/08/2019
SINGLE FAMILY 30Y,*,98.8,100.6,102.9,105.7,108.1,106.7,4TH QUARTILE PRICE,FNMA,03/08/2019
SINGLE FAMILY 30Y,94.9,99.6,101.4,103.8,106.2,108.3,109,AVG. PRICE TOP 5 TRADES,FNMA,03/08/2019
SINGLE FAMILY 30Y,2.1,0.8,1,2.4,1.6,3.2,12.7,STANDARD DEVIATION,FNMA,03/08/2019
SINGLE FAMILY 30Y,16576,970640.7,1244078.9,2620276.5,839575.3,309395.6,17376.1,VOLUME OF TRADES (000'S),FNMA,03/08/2019
SINGLE FAMILY 30Y,8,98,257,194,269,49,77,NUMBER OF TRADES,FNMA,03/08/2019
SINGLE FAMILY 30Y,*,98.1,100.1,102.2,104.3,106.2,104.2,AVERAGE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,98.7,100.6,102.4,104.1,106,106.7,WEIGHTED AVG. PRICE,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,96.3,97.7,99.4,102.1,105.1,98.2,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,97.7,99.3,101.8,103.8,105.4,103,2ND QUARTILE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,98.1,100.5,102.3,104.3,105.8,106.3,3RD QUARTILE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,98.4,100.7,102.7,104.9,107.4,110.5,4TH QUARTILE PRICE,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,99.7,101.6,104.8,106.2,107.7,110.6,AVG. PRICE TOP 5 TRADES,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,0.8,0.9,1,0.9,1.1,7.5,STANDARD DEVIATION,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,166974.8,630381.2,2099763.7,1406892.7,24332.7,18280.5,VOLUME OF TRADES (000'S),FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,85,157,175,114,21,21,NUMBER OF TRADES,FHLMC,03/08/2019
SINGLE FAMILY 30Y,*,99.3,101.1,102.8,94.8,103.7,103.2,AVERAGE PRICE,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,99.2,101.3,103.2,100.9,104.8,106.6,WEIGHTED AVG. PRICE,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,99.1,99.5,99.8,59,95.3,81.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,99.2,101.2,102.9,103.5,102.5,103,2ND QUARTILE PRICE,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,99.3,101.4,103,103.9,104.7,103,3RD QUARTILE PRICE,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,99.4,101.5,103.1,103.9,105.6,105.5,4TH QUARTILE PRICE,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,99.4,101.8,103.8,104.9,108,111.4,AVG. PRICE TOP 5 TRADES,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,0.1,0.7,1.1,29.1,3.3,4.5,STANDARD DEVIATION,GNMA,03/08/2019
SINGLE FAMILY 30Y,*,484133,1048426.7,1170520.5,669880.4,313357.4,50124.8,VOLUME OF TRADES (000'S),GNMA,03/08/2019
SINGLE FAMILY 30Y,*,34,90,71,59,75,560,NUMBER OF TRADES,GNMA,03/08/2019
SINGLE FAMILY 15Y,98.1,99.2,100.5,102.7,102,96.7,*,AVERAGE PRICE,FNMA,03/11/2019
SINGLE FAMILY 15Y,98.5,99.7,101.8,103.4,104.8,96.9,*,WEIGHTED AVG. PRICE,FNMA,03/11/2019
SINGLE FAMILY 15Y,95,96.4,93.6,100.3,97.8,96.7,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/11/2019
SINGLE FAMILY 15Y,97.9,98.7,100.2,102,101.5,*,*,2ND QUARTILE PRICE,FNMA,03/11/2019
SINGLE FAMILY 15Y,98.4,99.7,100.6,103.1,102.3,*,*,3RD QUARTILE PRICE,FNMA,03/11/2019
SINGLE FAMILY 15Y,98.8,100.1,101.8,103.5,104.3,*,*,4TH QUARTILE PRICE,FNMA,03/11/2019
SINGLE FAMILY 15Y,99.3,100.5,102.2,103.7,104.9,96.7,*,AVG. PRICE TOP 5 TRADES,FNMA,03/11/2019
SINGLE FAMILY 15Y,1.4,1.2,1.8,1.1,3.2,1.5,*,STANDARD DEVIATION,FNMA,03/11/2019
SINGLE FAMILY 15Y,70411.3,335183.3,751474.3,265641,35014,1.6,*,VOLUME OF TRADES (000'S),FNMA,03/11/2019
SINGLE FAMILY 15Y,57,81,161,44,20,6,*,NUMBER OF TRADES,FNMA,03/11/2019
SINGLE FAMILY 15Y,98.4,99.5,100.6,102.4,101.3,*,*,AVERAGE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 15Y,98.5,100.3,101.9,103.1,104.1,*,*,WEIGHTED AVG. PRICE,FHLMC,03/11/2019
SINGLE FAMILY 15Y,98.2,97.5,97.7,100.9,100.1,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/11/2019
SINGLE FAMILY 15Y,98.3,99.5,100.4,102.2,99.8,*,*,2ND QUARTILE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 15Y,98.5,100,100.9,103.2,103,*,*,3RD QUARTILE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 15Y,98.7,100.2,101.8,103.2,103.1,*,*,4TH QUARTILE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 15Y,98.6,100.7,102.1,103.3,102.7,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/11/2019
SINGLE FAMILY 15Y,0.3,1.5,1.8,1.4,2.3,*,*,STANDARD DEVIATION,FHLMC,03/11/2019
SINGLE FAMILY 15Y,44308.9,9575.1,42107.9,50490.7,12171,*,*,VOLUME OF TRADES (000'S),FHLMC,03/11/2019
SINGLE FAMILY 15Y,9,34,46,16,8,*,*,NUMBER OF TRADES,FHLMC,03/11/2019
SINGLE FAMILY 15Y,0,99.9,102.2,103.1,*,0,*,AVERAGE PRICE,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,100,102.2,103.2,*,0,*,WEIGHTED AVG. PRICE,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,99.9,102,102.9,*,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,100.1,102.1,103.1,*,0,*,2ND QUARTILE PRICE,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,100.2,102.2,103.2,*,0,*,3RD QUARTILE PRICE,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,100.2,102.2,103.2,*,0,*,4TH QUARTILE PRICE,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,100,102.7,103.2,*,0,*,AVG. PRICE TOP 5 TRADES,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,0.4,0.5,0.3,*,0,*,STANDARD DEVIATION,GNMA,03/11/2019
SINGLE FAMILY 15Y,0,5553,75572.3,88665.3,*,0,*,VOLUME OF TRADES (000'S),GNMA,03/11/2019
SINGLE FAMILY 15Y,0,6,23,19,*,0,*,NUMBER OF TRADES,GNMA,03/11/2019
SINGLE FAMILY 30Y,*,98.2,99.8,101.3,102.9,104.6,103.7,AVERAGE PRICE,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,99.2,100.4,102.1,103.8,107.2,114,WEIGHTED AVG. PRICE,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,96.7,94.1,91.7,93.1,98,88.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,97.7,99.5,100.6,102.8,104.8,100.2,2ND QUARTILE PRICE,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,97.9,100.3,101.9,103.5,104.8,105.2,3RD QUARTILE PRICE,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,98.7,100.3,102.1,103.6,105,107.5,4TH QUARTILE PRICE,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,100,101.6,104,104.7,107.8,115.5,AVG. PRICE TOP 5 TRADES,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,0.8,1.2,1.8,1.9,2.4,5.4,STANDARD DEVIATION,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,185754.8,2961611.1,5313966.3,665464,410877.5,8754.6,VOLUME OF TRADES (000'S),FNMA,03/11/2019
SINGLE FAMILY 30Y,*,117,324,311,246,93,147,NUMBER OF TRADES,FNMA,03/11/2019
SINGLE FAMILY 30Y,*,97.5,100.1,102.1,103.6,104.9,105,AVERAGE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,98.4,100.4,102.5,105.2,105.2,107.5,WEIGHTED AVG. PRICE,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,92.3,98.1,97,98.4,104,96.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,97.3,100,101.7,103.2,104.6,104.2,2ND QUARTILE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,98.1,100.1,102.3,103.8,104.9,105.5,3RD QUARTILE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,98.2,100.4,103.2,104.9,105.1,108.8,4TH QUARTILE PRICE,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,99.3,101.6,103.8,105.6,106.1,108.4,AVG. PRICE TOP 5 TRADES,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,1.6,0.6,1.3,1.9,0.8,4.4,STANDARD DEVIATION,FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,144015.4,1428387.3,2422673.8,520023,320774,4350.3,VOLUME OF TRADES (000'S),FHLMC,03/11/2019
SINGLE FAMILY 30Y,*,80,176,224,113,36,51,NUMBER OF TRADES,FHLMC,03/11/2019
SINGLE FAMILY 30Y,94.3,99.2,101,102.9,103.6,103.2,104.8,AVERAGE PRICE,GNMA,03/11/2019
SINGLE FAMILY 30Y,96.2,99.2,101.3,102.9,103.7,104,107.3,WEIGHTED AVG. PRICE,GNMA,03/11/2019
SINGLE FAMILY 30Y,94.3,98.6,99.6,101.8,101.6,91.6,85.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/11/2019
SINGLE FAMILY 30Y,*,99.2,101,102.9,102.2,102.2,100,2ND QUARTILE PRICE,GNMA,03/11/2019
SINGLE FAMILY 30Y,*,99.2,101.3,102.9,103.8,103.2,106.3,3RD QUARTILE PRICE,GNMA,03/11/2019
SINGLE FAMILY 30Y,*,99.2,101.3,103,104,104.7,110,4TH QUARTILE PRICE,GNMA,03/11/2019
SINGLE FAMILY 30Y,94.3,99.9,102,103.9,106.5,107.7,114.4,AVG. PRICE TOP 5 TRADES,GNMA,03/11/2019
SINGLE FAMILY 30Y,5.7,0.5,0.8,0.5,1.3,3.5,6.3,STANDARD DEVIATION,GNMA,03/11/2019
SINGLE FAMILY 30Y,90922.1,431639.8,285727.5,1280123.2,1532065.2,825572.2,53252.8,VOLUME OF TRADES (000'S),GNMA,03/11/2019
SINGLE FAMILY 30Y,10,26,39,70,92,111,327,NUMBER OF TRADES,GNMA,03/11/2019
SINGLE FAMILY 15Y,98.4,99.8,101.2,102.7,102.3,102.5,102.4,AVERAGE PRICE,FNMA,03/12/2019
SINGLE FAMILY 15Y,97.9,100.2,101.7,103.4,103,100.6,103.3,WEIGHTED AVG. PRICE,FNMA,03/12/2019
SINGLE FAMILY 15Y,96.8,97.5,97.4,100.9,100.5,102.5,98.4,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/12/2019
SINGLE FAMILY 15Y,98.5,99.6,101.3,102.4,100.5,*,103,2ND QUARTILE PRICE,FNMA,03/12/2019
SINGLE FAMILY 15Y,98.5,100.1,101.8,102.9,102.8,*,103.3,3RD QUARTILE PRICE,FNMA,03/12/2019
SINGLE FAMILY 15Y,98.9,100.3,102,103.2,104.2,*,103.3,4TH QUARTILE PRICE,FNMA,03/12/2019
SINGLE FAMILY 15Y,99.2,100.7,102.5,103.9,104.4,102.5,103.3,AVG. PRICE TOP 5 TRADES,FNMA,03/12/2019
SINGLE FAMILY 15Y,0.8,0.9,1.2,0.9,1.8,1.5,2.2,STANDARD DEVIATION,FNMA,03/12/2019
SINGLE FAMILY 15Y,39272.8,397915.5,664986.6,84979.5,34828.1,3475.4,2722.4,VOLUME OF TRADES (000'S),FNMA,03/12/2019
SINGLE FAMILY 15Y,45,65,140,66,17,10,34,NUMBER OF TRADES,FNMA,03/12/2019
SINGLE FAMILY 15Y,98.5,100.3,101.7,103.1,*,101.9,*,AVERAGE PRICE,FHLMC,03/12/2019
SINGLE FAMILY 15Y,98.6,100.3,102.1,103.4,*,101.9,*,WEIGHTED AVG. PRICE,FHLMC,03/12/2019
SINGLE FAMILY 15Y,97.8,99.8,99.5,99.9,*,101.6,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/12/2019
SINGLE FAMILY 15Y,98.5,100.2,101.3,103,*,101.5,*,2ND QUARTILE PRICE,FHLMC,03/12/2019
SINGLE FAMILY 15Y,98.6,100.3,102,103.3,*,102.1,*,3RD QUARTILE PRICE,FHLMC,03/12/2019
SINGLE FAMILY 15Y,99,100.4,102.1,103.6,*,102.6,*,4TH QUARTILE PRICE,FHLMC,03/12/2019
SINGLE FAMILY 15Y,99.2,100.7,102.4,104,*,102.4,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/12/2019
SINGLE FAMILY 15Y,0.8,0.2,0.9,1.2,*,0.7,*,STANDARD DEVIATION,FHLMC,03/12/2019
SINGLE FAMILY 15Y,215067.5,306346.2,164851.5,131411.3,*,395.3,*,VOLUME OF TRADES (000'S),FHLMC,03/12/2019
SINGLE FAMILY 15Y,16,59,70,67,*,8,*,NUMBER OF TRADES,FHLMC,03/12/2019
SINGLE FAMILY 15Y,*,100.3,102.3,103.2,103.2,*,*,AVERAGE PRICE,GNMA,03/12/2019
SINGLE FAMILY 15Y,*,100.2,102.3,103.2,103.1,*,*,WEIGHTED AVG. PRICE,GNMA,03/12/2019
SINGLE FAMILY 15Y,*,100.2,102.2,103.2,102.9,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/12/2019
SINGLE FAMILY 15Y,*,100.3,102.2,103.2,103,*,*,2ND QUARTILE PRICE,GNMA,03/12/2019
