Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 30Y,*,97.1,99,101.5,103,104.2,100,2ND QUARTILE PRICE,FNMA,01/07/2019
SINGLE FAMILY 30Y,*,97.6,99.8,102,103.5,105.1,102.2,3RD QUARTILE PRICE,FNMA,01/07/2019
SINGLE FAMILY 30Y,*,98.2,100.1,102.3,104.2,105.9,106.4,4TH QUARTILE PRICE,FNMA,01/07/2019
SINGLE FAMILY 30Y,*,99.8,101.6,103.5,105.7,107.1,111,AVG. PRICE TOP 5 TRADES,FNMA,01/07/2019
SINGLE FAMILY 30Y,*,1.5,0.8,0.8,1.1,2.2,4.8,STANDARD DEVIATION,FNMA,01/07/2019
SINGLE FAMILY 30Y,*,236897.9,1102249,8065949.2,2523477.9,124918.2,160538.8,VOLUME OF TRADES (000'S),FNMA,01/07/2019
SINGLE FAMILY 30Y,*,79,176,285,227,71,100,NUMBER OF TRADES,FNMA,01/07/2019
SINGLE FAMILY 30Y,0,97.1,99.6,101.4,103.6,104.1,108.3,AVERAGE PRICE,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,97.9,100.2,102.1,103.7,105,107.2,WEIGHTED AVG. PRICE,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,95.8,98.5,99.9,102,101.5,94.6,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,96.8,99.5,101.2,103.3,103.8,106,2ND QUARTILE PRICE,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,97.2,99.5,101.5,103.5,104.9,111.5,3RD QUARTILE PRICE,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,97.3,100,101.7,104,105.4,111.5,4TH QUARTILE PRICE,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,98.5,100.9,102.9,105.2,106.3,111.3,AVG. PRICE TOP 5 TRADES,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,0.5,0.6,0.6,0.9,2,5.9,STANDARD DEVIATION,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,49559.2,394473.8,5776793.9,1221567.4,17396.7,18419.8,VOLUME OF TRADES (000'S),FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,209,118,247,84,25,88,NUMBER OF TRADES,FHLMC,01/07/2019
SINGLE FAMILY 30Y,0,98.4,101.3,102.2,103.5,105.3,107.5,AVERAGE PRICE,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,98.4,101.2,102.6,103.5,104.5,107.4,WEIGHTED AVG. PRICE,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,96.6,100.8,100.3,101.3,97.9,89.7,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,98.6,101,102.5,103.2,104.3,105,2ND QUARTILE PRICE,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,98.7,101.1,102.6,103.7,106.9,109.8,3RD QUARTILE PRICE,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,98.9,101.5,102.7,103.8,107.2,111,4TH QUARTILE PRICE,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,99.1,102,103.6,105,107,111.7,AVG. PRICE TOP 5 TRADES,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,1.1,0.6,1,0.9,2.5,5.1,STANDARD DEVIATION,GNMA,01/07/2019
SINGLE FAMILY 30Y,0,38544.3,220596.4,474641.8,1366116.7,393177.6,50242.3,VOLUME OF TRADES (000'S),GNMA,01/07/2019
SINGLE FAMILY 30Y,0,23,35,71,89,147,317,NUMBER OF TRADES,GNMA,01/07/2019
SINGLE FAMILY 15Y,97.8,99,100.4,102.2,101,96.2,98.3,AVERAGE PRICE,FNMA,01/08/2019
SINGLE FAMILY 15Y,97.8,99.9,101,102.6,102.3,108.2,102.5,WEIGHTED AVG. PRICE,FNMA,01/08/2019
SINGLE FAMILY 15Y,95.9,97.7,97,99.4,98.6,94,95.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/08/2019
SINGLE FAMILY 15Y,97.5,98.7,100.1,101.8,100.5,92.3,98,2ND QUARTILE PRICE,FNMA,01/08/2019
SINGLE FAMILY 15Y,97.9,99,100.6,102.5,101.5,98,100,3RD QUARTILE PRICE,FNMA,01/08/2019
SINGLE FAMILY 15Y,98.6,99.5,101.2,102.6,102.5,102.3,101.5,4TH QUARTILE PRICE,FNMA,01/08/2019
SINGLE FAMILY 15Y,99.6,100.3,101.7,104.2,103.3,99,102.9,AVG. PRICE TOP 5 TRADES,FNMA,01/08/2019
SINGLE FAMILY 15Y,1,0.8,1.2,1,1.9,5.6,4.4,STANDARD DEVIATION,FNMA,01/08/2019
SINGLE FAMILY 15Y,93188.5,43110.7,136427.1,485954,13504.4,2443.8,273.9,VOLUME OF TRADES (000'S),FNMA,01/08/2019
SINGLE FAMILY 15Y,74,75,140,105,25,10,21,NUMBER OF TRADES,FNMA,01/08/2019
SINGLE FAMILY 15Y,97.6,99.2,100.5,101.1,100.9,99.5,101,AVERAGE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 15Y,97.6,99.7,101.2,102.8,101.8,100,101.6,WEIGHTED AVG. PRICE,FHLMC,01/08/2019
SINGLE FAMILY 15Y,97,98.4,98.9,94.6,100.4,99.5,100.7,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/08/2019
SINGLE FAMILY 15Y,97.6,98.8,100.2,102.3,101,*,100.7,2ND QUARTILE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 15Y,97.6,99.5,100.4,102.6,101,*,101,3RD QUARTILE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 15Y,97.8,99.6,101.2,102.8,102.1,*,101.1,4TH QUARTILE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 15Y,98,99.9,101.4,102.8,101.4,99.5,101.2,AVG. PRICE TOP 5 TRADES,FHLMC,01/08/2019
SINGLE FAMILY 15Y,0.5,0.6,0.9,5.2,1.2,1.3,0.7,STANDARD DEVIATION,FHLMC,01/08/2019
SINGLE FAMILY 15Y,89454.5,17659.5,20752.8,148640.6,153.4,22.6,110,VOLUME OF TRADES (000'S),FHLMC,01/08/2019
SINGLE FAMILY 15Y,30,51,64,33,14,6,10,NUMBER OF TRADES,FHLMC,01/08/2019
SINGLE FAMILY 15Y,*,*,*,102.4,*,*,*,AVERAGE PRICE,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,102.8,*,*,*,WEIGHTED AVG. PRICE,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,101.9,*,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,101.8,*,*,*,2ND QUARTILE PRICE,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,102.9,*,*,*,3RD QUARTILE PRICE,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,102.9,*,*,*,4TH QUARTILE PRICE,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,102.9,*,*,*,AVG. PRICE TOP 5 TRADES,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,0.7,*,*,*,STANDARD DEVIATION,GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,12687.3,*,*,*,VOLUME OF TRADES (000'S),GNMA,01/08/2019
SINGLE FAMILY 15Y,*,*,*,10,*,*,*,NUMBER OF TRADES,GNMA,01/08/2019
SINGLE FAMILY 30Y,94.4,97.3,99.6,101.7,103.2,104.5,101.6,AVERAGE PRICE,FNMA,01/08/2019
SINGLE FAMILY 30Y,94.4,97.5,100.1,102.1,104,105.5,106.7,WEIGHTED AVG. PRICE,FNMA,01/08/2019
SINGLE FAMILY 30Y,94.4,95,97.6,98.6,91.6,95,79.3,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/08/2019
SINGLE FAMILY 30Y,*,97.1,99.4,101.4,103,103.3,100,2ND QUARTILE PRICE,FNMA,01/08/2019
SINGLE FAMILY 30Y,*,97.5,99.8,101.9,103.6,105.1,104.6,3RD QUARTILE PRICE,FNMA,01/08/2019
SINGLE FAMILY 30Y,*,97.8,100,102.2,104.2,106.4,106.3,4TH QUARTILE PRICE,FNMA,01/08/2019
SINGLE FAMILY 30Y,94.4,99.1,101,103.2,105.5,107.6,111.3,AVG. PRICE TOP 5 TRADES,FNMA,01/08/2019
SINGLE FAMILY 30Y,0,0.8,0.7,0.9,2.7,3.4,11.8,STANDARD DEVIATION,FNMA,01/08/2019
SINGLE FAMILY 30Y,94289.8,805767.5,1597115.8,3037852.5,1242015.5,228534.8,45120.8,VOLUME OF TRADES (000'S),FNMA,01/08/2019
SINGLE FAMILY 30Y,32,262,368,482,435,138,190,NUMBER OF TRADES,FNMA,01/08/2019
SINGLE FAMILY 30Y,0,97.1,99.7,101.8,103.8,104,101.1,AVERAGE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,97.2,99.8,102,104,105.8,108.1,WEIGHTED AVG. PRICE,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,95,98,100,93.3,87.5,78.7,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,97.1,99.4,101.6,103.6,104.9,100,2ND QUARTILE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,97.2,99.8,101.9,103.8,105.7,105.7,3RD QUARTILE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,97.3,100,102.1,104.5,106.7,108.3,4TH QUARTILE PRICE,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,98.2,100.9,103.1,105.8,107.6,111.8,AVG. PRICE TOP 5 TRADES,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,0.5,0.6,0.6,2.5,5.8,12.1,STANDARD DEVIATION,FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,630584.6,1612202,5955990,2569070.1,220009.1,14326.4,VOLUME OF TRADES (000'S),FHLMC,01/08/2019
SINGLE FAMILY 30Y,0,188,341,534,285,105,58,NUMBER OF TRADES,FHLMC,01/08/2019
SINGLE FAMILY 30Y,95.5,98.8,100.3,102.2,103,103.6,102.5,AVERAGE PRICE,GNMA,01/08/2019
SINGLE FAMILY 30Y,95.5,98.6,100.8,102.4,103.4,104.5,104.8,WEIGHTED AVG. PRICE,GNMA,01/08/2019
SINGLE FAMILY 30Y,95.5,96.8,96.8,98.8,100,100,82.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/08/2019
SINGLE FAMILY 30Y,*,98.6,100.2,102.4,102.2,102.3,100,2ND QUARTILE PRICE,GNMA,01/08/2019
SINGLE FAMILY 30Y,*,98.6,100.8,102.5,103.6,104,103.3,3RD QUARTILE PRICE,GNMA,01/08/2019
SINGLE FAMILY 30Y,*,98.9,100.9,102.6,103.7,104.7,106.7,4TH QUARTILE PRICE,GNMA,01/08/2019
SINGLE FAMILY 30Y,95.5,100,101.9,104,104.9,106.5,113.2,AVG. PRICE TOP 5 TRADES,GNMA,01/08/2019
SINGLE FAMILY 30Y,0.1,1.4,1.3,1.3,1.3,1.9,7.2,STANDARD DEVIATION,GNMA,01/08/2019
SINGLE FAMILY 30Y,402284.2,355911.1,761303.9,901327.6,2253598.7,328153,39197.8,VOLUME OF TRADES (000'S),GNMA,01/08/2019
SINGLE FAMILY 30Y,5,34,60,62,126,112,241,NUMBER OF TRADES,GNMA,01/08/2019
SINGLE FAMILY 15Y,98,99.2,99.6,102.4,100,91.3,101.6,AVERAGE PRICE,FNMA,01/09/2019
SINGLE FAMILY 15Y,97.2,99.7,101.1,102.8,104.4,102.8,103.6,WEIGHTED AVG. PRICE,FNMA,01/09/2019
SINGLE FAMILY 15Y,92.7,96.9,92.8,99.7,83.3,80.2,97.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/09/2019
SINGLE FAMILY 15Y,98,98.8,98.3,102.5,102.3,99.6,101,2ND QUARTILE PRICE,FNMA,01/09/2019
SINGLE FAMILY 15Y,98.6,99.5,100.4,102.7,103.9,102.2,103.2,3RD QUARTILE PRICE,FNMA,01/09/2019
SINGLE FAMILY 15Y,98.9,99.7,101.4,102.9,104.5,102.4,103.4,4TH QUARTILE PRICE,FNMA,01/09/2019
SINGLE FAMILY 15Y,99.1,100.1,101.7,103.3,105.3,102.1,103.5,AVG. PRICE TOP 5 TRADES,FNMA,01/09/2019
SINGLE FAMILY 15Y,1.6,0.8,2.3,1,13,21.3,2.9,STANDARD DEVIATION,FNMA,01/09/2019
SINGLE FAMILY 15Y,185958.9,361465.8,439695.4,1244042.9,79783.5,623.4,4063,VOLUME OF TRADES (000'S),FNMA,01/09/2019
SINGLE FAMILY 15Y,79,87,105,84,32,10,28,NUMBER OF TRADES,FNMA,01/09/2019
SINGLE FAMILY 15Y,98.3,99.3,100.6,102.6,102.2,81.1,101.5,AVERAGE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 15Y,98,100,101.4,102.8,102.5,101.3,103.3,WEIGHTED AVG. PRICE,FHLMC,01/09/2019
SINGLE FAMILY 15Y,97.7,98.7,100.2,102.1,102.2,81.1,98.1,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/09/2019
SINGLE FAMILY 15Y,97.9,98.7,100.2,102.6,*,*,101.8,2ND QUARTILE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 15Y,98.9,99.6,100.2,102.7,*,*,103.2,3RD QUARTILE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 15Y,99,99.8,101.3,102.8,*,*,103.4,4TH QUARTILE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 15Y,99,100.4,101.5,102.8,102.2,81.1,103.6,AVG. PRICE TOP 5 TRADES,FHLMC,01/09/2019
SINGLE FAMILY 15Y,0.7,0.7,0.6,0.4,0.5,24,3.4,STANDARD DEVIATION,FHLMC,01/09/2019
SINGLE FAMILY 15Y,103695.2,267248.8,82137.7,74358.9,204.6,379.2,801,VOLUME OF TRADES (000'S),FHLMC,01/09/2019
SINGLE FAMILY 15Y,13,41,41,18,6,6,17,NUMBER OF TRADES,FHLMC,01/09/2019
SINGLE FAMILY 15Y,*,*,*,102.2,*,0,*,AVERAGE PRICE,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,102.8,*,0,*,WEIGHTED AVG. PRICE,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,102.2,*,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,*,*,0,*,2ND QUARTILE PRICE,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,*,*,0,*,3RD QUARTILE PRICE,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,*,*,0,*,4TH QUARTILE PRICE,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,102.2,*,0,*,AVG. PRICE TOP 5 TRADES,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,0.8,*,0,*,STANDARD DEVIATION,GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,3084.6,*,0,*,VOLUME OF TRADES (000'S),GNMA,01/09/2019
SINGLE FAMILY 15Y,*,*,*,5,*,0,*,NUMBER OF TRADES,GNMA,01/09/2019
SINGLE FAMILY 30Y,94.5,97.6,99.7,101.6,103.2,104,103.8,AVERAGE PRICE,FNMA,01/09/2019
SINGLE FAMILY 30Y,94.4,97.9,100.2,102.2,104.3,105.1,107.9,WEIGHTED AVG. PRICE,FNMA,01/09/2019
SINGLE FAMILY 30Y,94.5,95,96,97.5,99.4,84.2,77.4,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/09/2019
SINGLE FAMILY 30Y,*,97.4,99.6,101.6,102.5,105,102,2ND QUARTILE PRICE,FNMA,01/09/2019
SINGLE FAMILY 30Y,*,97.8,99.9,101.6,103.5,105.1,106,3RD QUARTILE PRICE,FNMA,01/09/2019
SINGLE FAMILY 30Y,*,97.9,100.2,102,104,105.1,108.3,4TH QUARTILE PRICE,FNMA,01/09/2019
SINGLE FAMILY 30Y,94.5,99.2,101.1,103.3,105.4,105.8,112.6,AVG. PRICE TOP 5 TRADES,FNMA,01/09/2019
SINGLE FAMILY 30Y,0.7,0.7,0.9,0.9,1.3,4.6,8.6,STANDARD DEVIATION,FNMA,01/09/2019
SINGLE FAMILY 30Y,1422.9,454583.8,1316240,1295552.9,379419.4,1136688.4,29711.1,VOLUME OF TRADES (000'S),FNMA,01/09/2019
SINGLE FAMILY 30Y,7,236,332,468,257,150,166,NUMBER OF TRADES,FNMA,01/09/2019
SINGLE FAMILY 30Y,*,94.9,99.6,101.6,103.5,102.5,98.8,AVERAGE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,97.8,100,102.1,103.8,106.5,108.3,WEIGHTED AVG. PRICE,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,77.2,97.8,97.5,101.7,98.2,78.2,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,96.7,99.5,101.7,103.4,102,99.4,2ND QUARTILE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,97.1,99.6,101.7,103.5,105.3,100,3RD QUARTILE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,97.5,100,102,103.9,106.8,106.2,4TH QUARTILE PRICE,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,98.9,100.9,102.9,105.1,106.9,111.3,AVG. PRICE TOP 5 TRADES,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,8,0.7,0.9,0.9,6.4,11.1,STANDARD DEVIATION,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,111409.6,361116.2,3027631.4,332899,13336,1630.6,VOLUME OF TRADES (000'S),FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,85,162,315,75,15,45,NUMBER OF TRADES,FHLMC,01/09/2019
SINGLE FAMILY 30Y,*,97.9,100.6,102.2,103.4,103.9,100.4,AVERAGE PRICE,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,98.6,100.7,102.4,103.8,104.8,105.5,WEIGHTED AVG. PRICE,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,94.5,99.8,100.2,100.4,99.9,79.3,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,98.4,100.6,102.4,103.5,102.8,97.5,2ND QUARTILE PRICE,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,98.5,100.7,102.4,103.6,104.3,102,3RD QUARTILE PRICE,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,98.7,100.8,102.5,104,104.8,106,4TH QUARTILE PRICE,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,98.7,101.1,103,105,106.9,112.2,AVG. PRICE TOP 5 TRADES,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,1.4,0.5,0.8,1.1,2,7.6,STANDARD DEVIATION,GNMA,01/09/2019
SINGLE FAMILY 30Y,*,493237.7,809925.8,832981.9,2686918.4,340669.2,22421.3,VOLUME OF TRADES (000'S),GNMA,01/09/2019
SINGLE FAMILY 30Y,*,48,66,61,100,85,257,NUMBER OF TRADES,GNMA,01/09/2019
SINGLE FAMILY 15Y,97.6,99.2,100.7,102,102.3,101.7,101.9,AVERAGE PRICE,FNMA,01/10/2019
SINGLE FAMILY 15Y,98.2,99.7,101.1,102.4,101.3,101.6,105.7,WEIGHTED AVG. PRICE,FNMA,01/10/2019
SINGLE FAMILY 15Y,95.9,96.9,96.6,99.9,101.8,101.7,99.6,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/10/2019
SINGLE FAMILY 15Y,97.4,99,100.3,101.3,101.9,*,100.3,2ND QUARTILE PRICE,FNMA,01/10/2019
SINGLE FAMILY 15Y,97.6,99.5,101.3,102.3,102.3,*,102.3,3RD QUARTILE PRICE,FNMA,01/10/2019
SINGLE FAMILY 15Y,98.2,99.7,101.6,102.8,103.1,*,105.9,4TH QUARTILE PRICE,FNMA,01/10/2019
SINGLE FAMILY 15Y,99.2,100,101.8,103.5,103.3,101.7,103.6,AVG. PRICE TOP 5 TRADES,FNMA,01/10/2019
SINGLE FAMILY 15Y,0.9,0.9,1.4,1.1,0.8,1.1,3.2,STANDARD DEVIATION,FNMA,01/10/2019
SINGLE FAMILY 15Y,38182.2,242133.5,307364.7,313910.8,11173.1,41.4,581.9,VOLUME OF TRADES (000'S),FNMA,01/10/2019
SINGLE FAMILY 15Y,57,88,193,86,19,5,9,NUMBER OF TRADES,FNMA,01/10/2019
SINGLE FAMILY 15Y,96,99.5,100.2,101.7,102,100,102.1,AVERAGE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 15Y,98,99.9,101.5,102.8,103,101.1,102.4,WEIGHTED AVG. PRICE,FHLMC,01/10/2019
SINGLE FAMILY 15Y,93.4,98.7,97.6,101,102,100,102.1,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/10/2019
SINGLE FAMILY 15Y,94,99.2,99.8,102,*,*,*,2ND QUARTILE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 15Y,97,99.7,100.3,102.3,*,*,*,3RD QUARTILE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 15Y,98.2,99.9,101.4,102.8,*,*,*,4TH QUARTILE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 15Y,98.1,100.2,101.9,102.9,102,100,102.1,AVG. PRICE TOP 5 TRADES,FHLMC,01/10/2019
SINGLE FAMILY 15Y,2.5,0.5,1.5,1.6,0.5,0.7,0.7,STANDARD DEVIATION,FHLMC,01/10/2019
SINGLE FAMILY 15Y,18415.9,199282,101374.5,27227.8,1113.8,19.5,353.2,VOLUME OF TRADES (000'S),FHLMC,01/10/2019
SINGLE FAMILY 15Y,12,46,44,17,9,8,5,NUMBER OF TRADES,FHLMC,01/10/2019
SINGLE FAMILY 15Y,0,*,101.4,102.9,0,*,0,AVERAGE PRICE,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,101.7,103,0,*,0,WEIGHTED AVG. PRICE,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,100.9,102.7,0,*,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,101.6,102.9,0,*,0,2ND QUARTILE PRICE,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,101.8,103,0,*,0,3RD QUARTILE PRICE,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,101.8,103,0,*,0,4TH QUARTILE PRICE,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,101.8,103,0,*,0,AVG. PRICE TOP 5 TRADES,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,0.7,0.2,0,*,0,STANDARD DEVIATION,GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,28051.1,106191.4,0,*,0,VOLUME OF TRADES (000'S),GNMA,01/10/2019
SINGLE FAMILY 15Y,0,*,11,17,0,*,0,NUMBER OF TRADES,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,97.2,99.6,101.6,103.1,104.7,103.5,AVERAGE PRICE,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,97.3,99.8,101.8,103.7,106.1,108.1,WEIGHTED AVG. PRICE,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,95,96.6,98.5,98.1,100.2,77.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,96.9,99.6,101.5,102.8,103.8,101.3,2ND QUARTILE PRICE,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,97.3,99.6,101.8,103.4,105.2,105.6,3RD QUARTILE PRICE,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,97.4,99.8,102,103.6,105.6,108.3,4TH QUARTILE PRICE,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,99.2,101.2,103,105.4,107.2,111.4,AVG. PRICE TOP 5 TRADES,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,0.8,0.6,0.7,1.1,1.7,6.7,STANDARD DEVIATION,FNMA,01/10/2019
SINGLE FAMILY 30Y,*,1310638.4,4694799.6,5954649.1,1633965.2,341090.3,69671.2,VOLUME OF TRADES (000'S),FNMA,01/10/2019
SINGLE FAMILY 30Y,*,140,368,335,311,74,153,NUMBER OF TRADES,FNMA,01/10/2019
SINGLE FAMILY 30Y,0,97.1,99.5,101.5,103.9,105.4,103.7,AVERAGE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,99.3,99.9,101.9,103.8,106.4,108.4,WEIGHTED AVG. PRICE,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,95.8,97.8,98.5,99.4,103.1,99.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,96.8,99.4,101.4,103.5,105,100,2ND QUARTILE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,97,99.5,101.6,104.2,106.2,103.9,3RD QUARTILE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,97.3,99.9,101.9,104.8,107.1,108,4TH QUARTILE PRICE,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,99.5,100.7,103,104.8,107.1,108.5,AVG. PRICE TOP 5 TRADES,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,0.8,0.5,0.9,1.4,2,4,STANDARD DEVIATION,FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,180947.3,975622.7,2974439.6,396151.2,22492.6,213,VOLUME OF TRADES (000'S),FHLMC,01/10/2019
SINGLE FAMILY 30Y,0,103,173,224,151,23,21,NUMBER OF TRADES,FHLMC,01/10/2019
SINGLE FAMILY 30Y,*,97.6,99.4,102.4,103.6,104.5,105.8,AVERAGE PRICE,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,98.3,100.6,102.3,103.5,104.4,105.9,WEIGHTED AVG. PRICE,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,93.9,94.4,99.1,100.9,100.4,70.7,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,97.2,99.4,102.4,103.4,104.2,105.1,2ND QUARTILE PRICE,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,97.3,100.6,102.4,103.5,104.4,109.3,3RD QUARTILE PRICE,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,98.6,100.6,102.6,104.1,105.3,110.6,4TH QUARTILE PRICE,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,100,101.2,104.5,105.2,107.6,115.2,AVG. PRICE TOP 5 TRADES,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,1.6,2.3,1,0.9,1.5,7.5,STANDARD DEVIATION,GNMA,01/10/2019
SINGLE FAMILY 30Y,*,366814.9,483364.5,1836750.3,3364585.2,1973814.8,446636.2,VOLUME OF TRADES (000'S),GNMA,01/10/2019
SINGLE FAMILY 30Y,*,61,55,141,173,127,448,NUMBER OF TRADES,GNMA,01/10/2019
SINGLE FAMILY 15Y,97.5,99.2,100.5,101.8,102.4,97.7,100.8,AVERAGE PRICE,FNMA,01/11/2019
SINGLE FAMILY 15Y,98.1,99.5,101,101.9,103.9,99.5,103.7,WEIGHTED AVG. PRICE,FNMA,01/11/2019
SINGLE FAMILY 15Y,93.9,97.8,95.7,99.1,101.8,97.7,100.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/11/2019
SINGLE FAMILY 15Y,97,98.9,100.4,101.3,102,*,*,2ND QUARTILE PRICE,FNMA,01/11/2019
SINGLE FAMILY 15Y,97.8,99.3,100.6,102.1,102.1,*,*,3RD QUARTILE PRICE,FNMA,01/11/2019
