Mortgage Type,ARM / Seasoned,3/1,5/1,7/1,10/1,Measure,Agency,Date
ARMS/HYBRIDS,103.8,0,103,0,0,AVG. PRICE TOP 5 TRADES,FHLMC,01/28/2019
ARMS/HYBRIDS,3.2,0,1.3,0,0,STANDARD DEVIATION,FHLMC,01/28/2019
ARMS/HYBRIDS,33331.9,0,24614.2,0,0,VOLUME OF TRADES (000'S),FHLMC,01/28/2019
ARMS/HYBRIDS,12,0,5,0,0,NUMBER OF TRADES,FHLMC,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,AVERAGE PRICE,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,STANDARD DEVIATION,GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,01/28/2019
ARMS/HYBRIDS,*,*,*,0,0,NUMBER OF TRADES,GNMA,01/28/2019
ARMS/HYBRIDS,102.9,0,102.6,100.9,102,AVERAGE PRICE,FNMA,01/29/2019
ARMS/HYBRIDS,103.1,0,102.8,101.2,101.2,WEIGHTED AVG. PRICE,FNMA,01/29/2019
ARMS/HYBRIDS,102.9,0,102.4,100.1,101.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/29/2019
ARMS/HYBRIDS,*,0,101.8,100.3,101.5,2ND QUARTILE PRICE,FNMA,01/29/2019
ARMS/HYBRIDS,*,0,103.1,101,101.6,3RD QUARTILE PRICE,FNMA,01/29/2019
ARMS/HYBRIDS,*,0,103.5,101.3,102.9,4TH QUARTILE PRICE,FNMA,01/29/2019
ARMS/HYBRIDS,102.9,0,102.9,101.6,102.1,AVG. PRICE TOP 5 TRADES,FNMA,01/29/2019
ARMS/HYBRIDS,0.2,0,0.9,0.9,0.8,STANDARD DEVIATION,FNMA,01/29/2019
ARMS/HYBRIDS,10224.1,0,26880.5,93227.2,36765.7,VOLUME OF TRADES (000'S),FNMA,01/29/2019
ARMS/HYBRIDS,7,0,8,12,8,NUMBER OF TRADES,FNMA,01/29/2019
ARMS/HYBRIDS,103,0,100.3,100.7,99.4,AVERAGE PRICE,FHLMC,01/29/2019
ARMS/HYBRIDS,103.6,0,100.4,100.8,100.3,WEIGHTED AVG. PRICE,FHLMC,01/29/2019
ARMS/HYBRIDS,99.3,0,99.9,99.8,99.1,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/29/2019
ARMS/HYBRIDS,103,0,100,100.4,100,2ND QUARTILE PRICE,FHLMC,01/29/2019
ARMS/HYBRIDS,103.5,0,100.5,101.1,100.8,3RD QUARTILE PRICE,FHLMC,01/29/2019
ARMS/HYBRIDS,103.8,0,101,101.4,100.9,4TH QUARTILE PRICE,FHLMC,01/29/2019
ARMS/HYBRIDS,104.6,0,100.8,101.4,100,AVG. PRICE TOP 5 TRADES,FHLMC,01/29/2019
ARMS/HYBRIDS,1.5,0,0.6,0.9,1.6,STANDARD DEVIATION,FHLMC,01/29/2019
ARMS/HYBRIDS,50182.1,0,7584.5,31634.5,13853.6,VOLUME OF TRADES (000'S),FHLMC,01/29/2019
ARMS/HYBRIDS,55,0,11,13,6,NUMBER OF TRADES,FHLMC,01/29/2019
ARMS/HYBRIDS,*,*,101.5,0,0,AVERAGE PRICE,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,101.9,0,0,WEIGHTED AVG. PRICE,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,101,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,101.3,0,0,2ND QUARTILE PRICE,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,102.5,0,0,3RD QUARTILE PRICE,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,102.8,0,0,4TH QUARTILE PRICE,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,102.1,0,0,AVG. PRICE TOP 5 TRADES,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,1.2,0,0,STANDARD DEVIATION,GNMA,01/29/2019
ARMS/HYBRIDS,*,*,10514.2,0,0,VOLUME OF TRADES (000'S),GNMA,01/29/2019
ARMS/HYBRIDS,*,*,7,0,0,NUMBER OF TRADES,GNMA,01/29/2019
ARMS/HYBRIDS,*,0,102.4,101.4,101.7,AVERAGE PRICE,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,104,101.7,101,WEIGHTED AVG. PRICE,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,102.4,100.5,101.7,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,*,100.5,*,2ND QUARTILE PRICE,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,*,101.4,*,3RD QUARTILE PRICE,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,*,103.5,*,4TH QUARTILE PRICE,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,102.4,102.4,101.7,AVG. PRICE TOP 5 TRADES,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,2,1.4,1.3,STANDARD DEVIATION,FNMA,01/30/2019
ARMS/HYBRIDS,*,0,15847,58729.4,37440.8,VOLUME OF TRADES (000'S),FNMA,01/30/2019
ARMS/HYBRIDS,*,0,5,10,5,NUMBER OF TRADES,FNMA,01/30/2019
ARMS/HYBRIDS,0,0,100.9,101,0,AVERAGE PRICE,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,100.9,100.6,0,WEIGHTED AVG. PRICE,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,100.4,100.3,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,100.6,100.4,0,2ND QUARTILE PRICE,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,101.3,101.5,0,3RD QUARTILE PRICE,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,101.4,103.5,0,4TH QUARTILE PRICE,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,101.3,101.5,0,AVG. PRICE TOP 5 TRADES,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,1.1,1.5,0,STANDARD DEVIATION,FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,34125.5,34149.6,0,VOLUME OF TRADES (000'S),FHLMC,01/30/2019
ARMS/HYBRIDS,0,0,9,7,0,NUMBER OF TRADES,FHLMC,01/30/2019
ARMS/HYBRIDS,102.3,*,*,0,0,AVERAGE PRICE,GNMA,01/30/2019
ARMS/HYBRIDS,102.4,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,01/30/2019
ARMS/HYBRIDS,102.3,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/30/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,01/30/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,01/30/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,01/30/2019
ARMS/HYBRIDS,102.3,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,01/30/2019
ARMS/HYBRIDS,0.2,*,*,0,0,STANDARD DEVIATION,GNMA,01/30/2019
ARMS/HYBRIDS,651.2,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,01/30/2019
ARMS/HYBRIDS,5,*,*,0,0,NUMBER OF TRADES,GNMA,01/30/2019
ARMS/HYBRIDS,102.8,0,102.3,*,*,AVERAGE PRICE,FNMA,01/31/2019
ARMS/HYBRIDS,102.9,0,103.1,*,*,WEIGHTED AVG. PRICE,FNMA,01/31/2019
ARMS/HYBRIDS,102.8,0,102.3,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,01/31/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,01/31/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,01/31/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,01/31/2019
ARMS/HYBRIDS,102.8,0,102.3,*,*,AVG. PRICE TOP 5 TRADES,FNMA,01/31/2019
ARMS/HYBRIDS,0.8,0,1,*,*,STANDARD DEVIATION,FNMA,01/31/2019
ARMS/HYBRIDS,1336.4,0,23105.6,*,*,VOLUME OF TRADES (000'S),FNMA,01/31/2019
ARMS/HYBRIDS,5,0,5,*,*,NUMBER OF TRADES,FNMA,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,AVERAGE PRICE,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,WEIGHTED AVG. PRICE,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,2ND QUARTILE PRICE,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,3RD QUARTILE PRICE,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,4TH QUARTILE PRICE,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,AVG. PRICE TOP 5 TRADES,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,STANDARD DEVIATION,FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,VOLUME OF TRADES (000'S),FHLMC,01/31/2019
ARMS/HYBRIDS,0,0,*,0,0,NUMBER OF TRADES,FHLMC,01/31/2019
ARMS/HYBRIDS,102.6,*,*,0,0,AVERAGE PRICE,GNMA,01/31/2019
ARMS/HYBRIDS,102.6,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,01/31/2019
ARMS/HYBRIDS,102.6,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,01/31/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,01/31/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,01/31/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,01/31/2019
ARMS/HYBRIDS,102.6,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,01/31/2019
ARMS/HYBRIDS,0.3,*,*,0,0,STANDARD DEVIATION,GNMA,01/31/2019
ARMS/HYBRIDS,4097.5,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,01/31/2019
ARMS/HYBRIDS,44,*,*,0,0,NUMBER OF TRADES,GNMA,01/31/2019
ARMS/HYBRIDS,*,0,*,*,*,AVERAGE PRICE,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,WEIGHTED AVG. PRICE,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE TOP 5 TRADES,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,STANDARD DEVIATION,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,VOLUME OF TRADES (000'S),FNMA,02/01/2019
ARMS/HYBRIDS,*,0,*,*,*,NUMBER OF TRADES,FNMA,02/01/2019
ARMS/HYBRIDS,*,0,0,100.5,*,AVERAGE PRICE,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,100.6,*,WEIGHTED AVG. PRICE,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,99.9,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,100.2,*,2ND QUARTILE PRICE,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,100.9,*,3RD QUARTILE PRICE,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,101.8,*,4TH QUARTILE PRICE,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,101.2,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,1,*,STANDARD DEVIATION,FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,36839.2,*,VOLUME OF TRADES (000'S),FHLMC,02/01/2019
ARMS/HYBRIDS,*,0,0,10,*,NUMBER OF TRADES,FHLMC,02/01/2019
ARMS/HYBRIDS,102.1,99.6,101.6,0,0,AVERAGE PRICE,GNMA,02/01/2019
ARMS/HYBRIDS,102.1,99.6,101.8,0,0,WEIGHTED AVG. PRICE,GNMA,02/01/2019
ARMS/HYBRIDS,102,99.6,101.2,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/01/2019
ARMS/HYBRIDS,102.1,*,101.5,0,0,2ND QUARTILE PRICE,GNMA,02/01/2019
ARMS/HYBRIDS,102.5,*,101.6,0,0,3RD QUARTILE PRICE,GNMA,02/01/2019
ARMS/HYBRIDS,102.5,*,102.6,0,0,4TH QUARTILE PRICE,GNMA,02/01/2019
ARMS/HYBRIDS,102.2,99.6,102,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/01/2019
ARMS/HYBRIDS,0.6,0.4,0.8,0,0,STANDARD DEVIATION,GNMA,02/01/2019
ARMS/HYBRIDS,7528.7,4417.2,30639.4,0,0,VOLUME OF TRADES (000'S),GNMA,02/01/2019
ARMS/HYBRIDS,18,5,7,0,0,NUMBER OF TRADES,GNMA,02/01/2019
ARMS/HYBRIDS,102.6,0,101,101,0,AVERAGE PRICE,FNMA,02/04/2019
ARMS/HYBRIDS,102.8,0,100.4,100.8,0,WEIGHTED AVG. PRICE,FNMA,02/04/2019
ARMS/HYBRIDS,101.1,0,99.5,101,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/04/2019
ARMS/HYBRIDS,101.1,0,99.6,*,0,2ND QUARTILE PRICE,FNMA,02/04/2019
ARMS/HYBRIDS,102.6,0,102.3,*,0,3RD QUARTILE PRICE,FNMA,02/04/2019
ARMS/HYBRIDS,104,0,104.1,*,0,4TH QUARTILE PRICE,FNMA,02/04/2019
ARMS/HYBRIDS,104,0,102.6,101,0,AVG. PRICE TOP 5 TRADES,FNMA,02/04/2019
ARMS/HYBRIDS,1.5,0,2,1.6,0,STANDARD DEVIATION,FNMA,02/04/2019
ARMS/HYBRIDS,9754.3,0,39595.3,25099,0,VOLUME OF TRADES (000'S),FNMA,02/04/2019
ARMS/HYBRIDS,24,0,10,5,0,NUMBER OF TRADES,FNMA,02/04/2019
ARMS/HYBRIDS,103.2,0,100.4,*,0,AVERAGE PRICE,FHLMC,02/04/2019
ARMS/HYBRIDS,103.7,0,99.6,*,0,WEIGHTED AVG. PRICE,FHLMC,02/04/2019
ARMS/HYBRIDS,102.8,0,100.4,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/04/2019
ARMS/HYBRIDS,103.1,0,*,*,0,2ND QUARTILE PRICE,FHLMC,02/04/2019
ARMS/HYBRIDS,103.9,0,*,*,0,3RD QUARTILE PRICE,FHLMC,02/04/2019
ARMS/HYBRIDS,104,0,*,*,0,4TH QUARTILE PRICE,FHLMC,02/04/2019
ARMS/HYBRIDS,103.6,0,100.4,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,02/04/2019
ARMS/HYBRIDS,0.9,0,1.6,*,0,STANDARD DEVIATION,FHLMC,02/04/2019
ARMS/HYBRIDS,3351.2,0,12504.6,*,0,VOLUME OF TRADES (000'S),FHLMC,02/04/2019
ARMS/HYBRIDS,9,0,5,*,0,NUMBER OF TRADES,FHLMC,02/04/2019
ARMS/HYBRIDS,102.5,99.6,99.4,0,0,AVERAGE PRICE,GNMA,02/04/2019
ARMS/HYBRIDS,101.8,99.5,99.5,0,0,WEIGHTED AVG. PRICE,GNMA,02/04/2019
ARMS/HYBRIDS,101.5,99.6,98.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/04/2019
ARMS/HYBRIDS,102.6,*,99,0,0,2ND QUARTILE PRICE,GNMA,02/04/2019
ARMS/HYBRIDS,102.8,*,100,0,0,3RD QUARTILE PRICE,GNMA,02/04/2019
ARMS/HYBRIDS,103,*,101.3,0,0,4TH QUARTILE PRICE,GNMA,02/04/2019
ARMS/HYBRIDS,102.9,99.6,100.2,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/04/2019
ARMS/HYBRIDS,0.9,0.2,1.6,0,0,STANDARD DEVIATION,GNMA,02/04/2019
ARMS/HYBRIDS,12289.3,6520.5,10711.6,0,0,VOLUME OF TRADES (000'S),GNMA,02/04/2019
ARMS/HYBRIDS,24,5,10,0,0,NUMBER OF TRADES,GNMA,02/04/2019
ARMS/HYBRIDS,102.5,0,100.5,*,0,AVERAGE PRICE,FNMA,02/05/2019
ARMS/HYBRIDS,102.8,0,101.5,*,0,WEIGHTED AVG. PRICE,FNMA,02/05/2019
ARMS/HYBRIDS,102.3,0,100,*,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/05/2019
ARMS/HYBRIDS,102.4,0,100,*,0,2ND QUARTILE PRICE,FNMA,02/05/2019
ARMS/HYBRIDS,102.7,0,100.3,*,0,3RD QUARTILE PRICE,FNMA,02/05/2019
ARMS/HYBRIDS,102.9,0,103.3,*,0,4TH QUARTILE PRICE,FNMA,02/05/2019
ARMS/HYBRIDS,102.7,0,100.7,*,0,AVG. PRICE TOP 5 TRADES,FNMA,02/05/2019
ARMS/HYBRIDS,0.6,0,1.4,*,0,STANDARD DEVIATION,FNMA,02/05/2019
ARMS/HYBRIDS,2041.6,0,7558.2,*,0,VOLUME OF TRADES (000'S),FNMA,02/05/2019
ARMS/HYBRIDS,11,0,6,*,0,NUMBER OF TRADES,FNMA,02/05/2019
ARMS/HYBRIDS,104.1,0,100.8,*,*,AVERAGE PRICE,FHLMC,02/05/2019
ARMS/HYBRIDS,104.2,0,100.9,*,*,WEIGHTED AVG. PRICE,FHLMC,02/05/2019
ARMS/HYBRIDS,103.8,0,100.8,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/05/2019
ARMS/HYBRIDS,104.2,0,*,*,*,2ND QUARTILE PRICE,FHLMC,02/05/2019
ARMS/HYBRIDS,104.3,0,*,*,*,3RD QUARTILE PRICE,FHLMC,02/05/2019
ARMS/HYBRIDS,104.4,0,*,*,*,4TH QUARTILE PRICE,FHLMC,02/05/2019
ARMS/HYBRIDS,104.4,0,100.8,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/05/2019
ARMS/HYBRIDS,0.5,0,0.8,*,*,STANDARD DEVIATION,FHLMC,02/05/2019
ARMS/HYBRIDS,13688.5,0,2704.3,*,*,VOLUME OF TRADES (000'S),FHLMC,02/05/2019
ARMS/HYBRIDS,13,0,8,*,*,NUMBER OF TRADES,FHLMC,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,AVERAGE PRICE,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,STANDARD DEVIATION,GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,02/05/2019
ARMS/HYBRIDS,*,*,*,0,0,NUMBER OF TRADES,GNMA,02/05/2019
ARMS/HYBRIDS,*,0,*,*,*,AVERAGE PRICE,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,WEIGHTED AVG. PRICE,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE TOP 5 TRADES,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,STANDARD DEVIATION,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,VOLUME OF TRADES (000'S),FNMA,02/06/2019
ARMS/HYBRIDS,*,0,*,*,*,NUMBER OF TRADES,FNMA,02/06/2019
ARMS/HYBRIDS,*,0,100.7,100.7,*,AVERAGE PRICE,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,100.7,100,*,WEIGHTED AVG. PRICE,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,99.9,100.7,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,99.9,*,*,2ND QUARTILE PRICE,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,101.3,*,*,3RD QUARTILE PRICE,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,101.4,*,*,4TH QUARTILE PRICE,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,101.4,100.7,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,0.8,0.8,*,STANDARD DEVIATION,FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,12051,64865,*,VOLUME OF TRADES (000'S),FHLMC,02/06/2019
ARMS/HYBRIDS,*,0,11,5,*,NUMBER OF TRADES,FHLMC,02/06/2019
ARMS/HYBRIDS,100.3,0,0,0,0,AVERAGE PRICE,GNMA,02/06/2019
ARMS/HYBRIDS,102.4,0,0,0,0,WEIGHTED AVG. PRICE,GNMA,02/06/2019
ARMS/HYBRIDS,100.3,0,0,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/06/2019
ARMS/HYBRIDS,*,0,0,0,0,2ND QUARTILE PRICE,GNMA,02/06/2019
ARMS/HYBRIDS,*,0,0,0,0,3RD QUARTILE PRICE,GNMA,02/06/2019
ARMS/HYBRIDS,*,0,0,0,0,4TH QUARTILE PRICE,GNMA,02/06/2019
ARMS/HYBRIDS,100.3,0,0,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/06/2019
ARMS/HYBRIDS,3.3,0,0,0,0,STANDARD DEVIATION,GNMA,02/06/2019
ARMS/HYBRIDS,1415.8,0,0,0,0,VOLUME OF TRADES (000'S),GNMA,02/06/2019
ARMS/HYBRIDS,6,0,0,0,0,NUMBER OF TRADES,GNMA,02/06/2019
ARMS/HYBRIDS,102.1,0,102.8,101.3,100.7,AVERAGE PRICE,FNMA,02/07/2019
ARMS/HYBRIDS,102.4,0,103.1,100.2,100.5,WEIGHTED AVG. PRICE,FNMA,02/07/2019
ARMS/HYBRIDS,102,0,102.5,101.3,100.7,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/07/2019
ARMS/HYBRIDS,101.8,0,102.4,*,*,2ND QUARTILE PRICE,FNMA,02/07/2019
ARMS/HYBRIDS,102.3,0,104.1,*,*,3RD QUARTILE PRICE,FNMA,02/07/2019
ARMS/HYBRIDS,102.8,0,104.3,*,*,4TH QUARTILE PRICE,FNMA,02/07/2019
ARMS/HYBRIDS,102.6,0,103.1,101.3,100.7,AVG. PRICE TOP 5 TRADES,FNMA,02/07/2019
ARMS/HYBRIDS,0.5,0,1.1,0.7,0.6,STANDARD DEVIATION,FNMA,02/07/2019
ARMS/HYBRIDS,1325.2,0,5737.8,78497,14583.8,VOLUME OF TRADES (000'S),FNMA,02/07/2019
ARMS/HYBRIDS,11,0,6,16,5,NUMBER OF TRADES,FNMA,02/07/2019
ARMS/HYBRIDS,*,0,101.9,*,*,AVERAGE PRICE,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,104.1,*,*,WEIGHTED AVG. PRICE,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,101,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,101.3,*,*,2ND QUARTILE PRICE,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,101.7,*,*,3RD QUARTILE PRICE,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,102.5,*,*,4TH QUARTILE PRICE,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,102.8,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,1.3,*,*,STANDARD DEVIATION,FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,105312.5,*,*,VOLUME OF TRADES (000'S),FHLMC,02/07/2019
ARMS/HYBRIDS,*,0,12,*,*,NUMBER OF TRADES,FHLMC,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,AVERAGE PRICE,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,2ND QUARTILE PRICE,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,3RD QUARTILE PRICE,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,4TH QUARTILE PRICE,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,STANDARD DEVIATION,GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,02/07/2019
ARMS/HYBRIDS,0,*,*,0,0,NUMBER OF TRADES,GNMA,02/07/2019
ARMS/HYBRIDS,*,0,*,*,*,AVERAGE PRICE,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,WEIGHTED AVG. PRICE,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,AVG. PRICE TOP 5 TRADES,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,STANDARD DEVIATION,FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,VOLUME OF TRADES (000'S),FNMA,02/08/2019
ARMS/HYBRIDS,*,0,*,*,*,NUMBER OF TRADES,FNMA,02/08/2019
