Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
GNMA,3RD QUARTILE PRICE,*,101.8,103.2,103.7,104.2,104.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 2
GNMA,4TH QUARTILE PRICE,*,101.8,103.2,103.7,104.2,104.9,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,99.5,102,103.2,103.8,104.2,104.7,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 2
GNMA,STANDARD DEVIATION,0.3,0.1,0.1,0,0,0.1,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),183500,2119850,4498400,3206900,301550,17150,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 2
GNMA,NUMBER OF TRADES,5,196,200,118,45,6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,*,100.5,102.1,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,*,100.5,102.2,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,*,100.4,102.1,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,*,100.5,102.1,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,*,100.6,102.2,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,*,100.6,102.2,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,*,100.7,102.2,103.4,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,*,0.1,0,0,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),*,2464150,1378950,119100,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,*,176,71,22,*,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,AVERAGE PRICE,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,STANDARD DEVIATION,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
GNMA,NUMBER OF TRADES,0,*,*,*,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190717,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,0,*,103.7,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,WEIGHTED AVG. PRICE,0,*,103.4,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,0,*,103.7,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,2ND QUARTILE PRICE,0,*,*,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,3RD QUARTILE PRICE,0,*,*,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,4TH QUARTILE PRICE,0,*,*,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,0,*,103.7,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,STANDARD DEVIATION,0,*,0.5,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,VOLUME OF TRADES (000'S),0,*,21144.6,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,NUMBER OF TRADES,0,*,5,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,AVERAGE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,STANDARD DEVIATION,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
GNMA,NUMBER OF TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month
FNMA/UMBS,AVERAGE PRICE,100.5,101.9,103.2,103.8,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,WEIGHTED AVG. PRICE,100.5,101.9,103.2,103.8,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.5,101.8,103.1,103.8,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,2ND QUARTILE PRICE,100.5,101.8,103.1,103.8,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,3RD QUARTILE PRICE,100.5,101.9,103.2,103.9,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,4TH QUARTILE PRICE,100.6,101.9,103.2,103.9,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.7,102,103.3,103.9,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,0.1,0.1,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),2331845.5,3003590.1,2321761.7,37400,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,196,283,168,17,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,AVERAGE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,STANDARD DEVIATION,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
GNMA,NUMBER OF TRADES,0,0,0,0,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,100.5,101.9,103.1,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,100.5,101.9,103.1,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.4,101.8,103.1,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,100.5,101.8,103.1,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,100.5,101.9,103.1,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,100.6,102,103.1,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.6,102,103.2,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,0,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),1500000,845364.8,1254236.7,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,70,42,25,*,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,AVERAGE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,STANDARD DEVIATION,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
GNMA,NUMBER OF TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,100.5,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,100.4,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.4,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,100.4,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,100.4,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,100.6,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.6,101.9,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),114250,69100,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,23,12,*,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
