Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,AVERAGE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,STANDARD DEVIATION,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
GNMA,NUMBER OF TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190718,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,*,101.1,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,WEIGHTED AVG. PRICE,*,100.7,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,*,101.1,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,2ND QUARTILE PRICE,*,*,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,3RD QUARTILE PRICE,*,*,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,4TH QUARTILE PRICE,*,*,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,*,101.1,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,STANDARD DEVIATION,*,0.4,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,VOLUME OF TRADES (000'S),*,206629.8,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,NUMBER OF TRADES,*,6,*,*,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,AVERAGE PRICE,99.9,102,103.4,104,104.2,104.6,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,WEIGHTED AVG. PRICE,99.9,102.1,103.3,103.9,104.2,104.5,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,99.9,101.9,103.3,103.8,103.9,104.3,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,2ND QUARTILE PRICE,99.9,102,103.3,103.9,104.0,104.3,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,3RD QUARTILE PRICE,99.9,102.1,103.4,103.9,104.1,104.3,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,4TH QUARTILE PRICE,100,102.1,103.4,103.9,104.2,104.6,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,100,102.1,104,106.6,105.5,107.1,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,STANDARD DEVIATION,0.1,0.1,0.1,0.3,0.4,0.7,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,VOLUME OF TRADES (000'S),82738.3,4368244,5696059.3,7146390.6,6513253.8,951642.8,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
GNMA,NUMBER OF TRADES,13,221,340,463,290.0,104,*,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month
FNMA/UMBS,AVERAGE PRICE,98.7,100.8,102.3,103.5,104.8,106.2,107,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,WEIGHTED AVG. PRICE,98.8,100.8,102.3,103.5,104.9,106.2,107,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.7,100.6,102.2,103.4,104.7,106.1,107,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,2ND QUARTILE PRICE,98.7,100.7,102.3,103.4,104.7,106.1,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,3RD QUARTILE PRICE,98.7,100.7,102.3,103.4,104.7,106.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,4TH QUARTILE PRICE,98.8,100.8,102.4,103.5,104.8,106.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.9,101.5,102.9,103.6,104.9,106.2,107,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,0.1,0.1,0.2,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),541700,18941317.2,24659295.4,14753795,7138120.7,1668656.8,24050,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,57,990,1171,743,402.0,61,7,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,AVERAGE PRICE,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0,*,*,0.0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,AVERAGE PRICE,99.8,101.9,103.3,103.7,104.2,104.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,99.8,101.9,103.3,103.7,104.2,104.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,99.8,101.6,103.2,103.6,104.0,104.5,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,2ND QUARTILE PRICE,99.8,101.9,103.2,103.7,104.1,104.5,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,3RD QUARTILE PRICE,99.8,101.9,103.3,103.7,104.2,104.5,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,4TH QUARTILE PRICE,99.9,101.9,103.3,103.7,104.2,104.7,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,99.9,102.1,104.3,106.7,105.1,106.2,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,STANDARD DEVIATION,0.1,0.1,0.1,0.3,0.3,0.6,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),86142,5592917.8,11674133.6,11213366.4,6534369.1,928704.9,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
GNMA,NUMBER OF TRADES,17,370,491,548,313.0,91,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,98.6,100.7,102.3,103.5,104.7,106.1,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,98.6,100.7,102.2,103.5,104.7,106.2,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.5,100.6,102.2,103.4,104.7,106.1,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,98.5,100.7,102.2,103.4,104.7,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,98.5,100.8,102.3,103.5,104.7,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,98.7,100.8,102.4,103.6,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.7,100.8,102.4,103.6,104.8,106.1,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,0.1,0.1,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),737500,5080650,5372761,1409275,1214900.0,140000,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,19,185,158,59,50.0,9,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,AVERAGE PRICE,99.8,101.8,103.2,103.7,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,99.7,101.8,103.2,103.7,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,99.7,101.7,103.1,103.6,104.1,104.5,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,2ND QUARTILE PRICE,99.8,101.8,103.2,103.7,104.1,104.5,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,3RD QUARTILE PRICE,99.9,101.9,103.2,103.7,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,4TH QUARTILE PRICE,99.9,101.9,103.3,103.8,104.2,104.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,99.8,101.9,103.7,103.8,104.2,104.7,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,STANDARD DEVIATION,0.1,0.1,0.1,0.1,0.0,0.1,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),90500,1309590,2039824,2578920,137008.2,22250,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
GNMA,NUMBER OF TRADES,6,177,219,148,35.0,11,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,98.5,100.7,102.2,103.5,104.7,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,98.5,100.6,102.2,103.5,104.7,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.5,100.5,102.1,103.4,104.7,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,98.4,100.6,102.2,103.4,104.7,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,98.4,100.7,102.3,103.5,104.7,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,98.5,100.7,102.3,103.5,104.8,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.5,100.8,102.3,103.6,104.7,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,0.1,0.1,0.1,0.1,0.1,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),484000,1870200,2265250,432850,26500.0,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,13,168,98,31,9.0,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,AVERAGE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,AVERAGE PRICE,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,STANDARD DEVIATION,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
GNMA,NUMBER OF TRADES,0,*,0,0,0.0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190718,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190719,Current Month
