Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 15Y,99.5,101,102.7,104.8,102.4,0,0,2ND QUARTILE PRICE,FNMA,20190618
SINGLE FAMILY 15Y,99.8,101.6,104.4,106.9,102.9,0,0,3RD QUARTILE PRICE,FNMA,20190618
SINGLE FAMILY 15Y,100,102.8,105.4,107.3,103,0,0,4TH QUARTILE PRICE,FNMA,20190618
SINGLE FAMILY 15Y,100.1,102.9,106.2,107.2,104.1,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190618
SINGLE FAMILY 15Y,0.7,1,1.9,1.9,2.5,0,0,STANDARD DEVIATION,FNMA,20190618
SINGLE FAMILY 15Y,59007.8,42291.1,217152.1,68931.9,20469.5,0,0,VOLUME OF TRADES (000'S),FNMA,20190618
SINGLE FAMILY 15Y,16,19,25,10,8,0,0,NUMBER OF TRADES,FNMA,20190618
SINGLE FAMILY 15Y,100.1,101.7,102.2,103.7,101.2,*,102,AVERAGE PRICE,FHLMC,20190618
SINGLE FAMILY 15Y,100.6,101.9,103.2,105.2,103.9,*,103.3,WEIGHTED AVG. PRICE,FHLMC,20190618
SINGLE FAMILY 15Y,98.5,100.6,101.2,103.7,101.2,*,100,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190618
SINGLE FAMILY 15Y,100.2,101.7,101.7,*,*,*,100.8,2ND QUARTILE PRICE,FHLMC,20190618
SINGLE FAMILY 15Y,100.6,101.8,102.3,*,*,*,101.8,3RD QUARTILE PRICE,FHLMC,20190618
SINGLE FAMILY 15Y,100.7,101.8,103.1,*,*,*,103.2,4TH QUARTILE PRICE,FHLMC,20190618
SINGLE FAMILY 15Y,100.7,102.1,103.3,103.7,101.2,*,106.3,AVG. PRICE TOP 5 TRADES,FHLMC,20190618
SINGLE FAMILY 15Y,0.9,0.4,1,1.4,1.6,*,2.1,STANDARD DEVIATION,FHLMC,20190618
SINGLE FAMILY 15Y,186714.4,187779.5,277296.4,9867,792.3,*,2567.5,VOLUME OF TRADES (000'S),FHLMC,20190618
SINGLE FAMILY 15Y,38,66,39,8,5,*,47,NUMBER OF TRADES,FHLMC,20190618
SINGLE FAMILY 15Y,99.7,101.5,103.4,103.1,0,0,*,AVERAGE PRICE,GNMA,20190618
SINGLE FAMILY 15Y,100.6,101.9,103.5,103.2,0,0,*,WEIGHTED AVG. PRICE,GNMA,20190618
SINGLE FAMILY 15Y,99.7,100.9,103.3,102.1,0,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190618
SINGLE FAMILY 15Y,*,101.3,103.3,102.5,0,0,*,2ND QUARTILE PRICE,GNMA,20190618
SINGLE FAMILY 15Y,*,101.9,103.5,104,0,0,*,3RD QUARTILE PRICE,GNMA,20190618
SINGLE FAMILY 15Y,*,102,103.9,104.4,0,0,*,4TH QUARTILE PRICE,GNMA,20190618
SINGLE FAMILY 15Y,99.7,102,103.5,104.1,0,0,*,AVG. PRICE TOP 5 TRADES,GNMA,20190618
SINGLE FAMILY 15Y,1.6,0.7,0.3,1.3,0,0,*,STANDARD DEVIATION,GNMA,20190618
SINGLE FAMILY 15Y,14711.7,40128.5,61264.6,1874.4,0,0,*,VOLUME OF TRADES (000'S),GNMA,20190618
SINGLE FAMILY 15Y,5,15,8,9,0,0,*,NUMBER OF TRADES,GNMA,20190618
SINGLE FAMILY 30Y,99.2,100.8,102.3,103.8,104.7,105.1,105.8,AVERAGE PRICE,UMBS,20190618
SINGLE FAMILY 30Y,99.2,101.1,102.4,103.9,107.1,105.5,111.5,WEIGHTED AVG. PRICE,UMBS,20190618
SINGLE FAMILY 30Y,99.1,98.8,101,100.6,101.1,103.2,98.2,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190618
SINGLE FAMILY 30Y,99.1,100.4,101.9,103,104,104.4,104.3,2ND QUARTILE PRICE,UMBS,20190618
SINGLE FAMILY 30Y,99.1,101,102,103.4,104.3,104.6,106.2,3RD QUARTILE PRICE,UMBS,20190618
SINGLE FAMILY 30Y,99.4,101.3,102.7,104.8,105.3,106.5,109.4,4TH QUARTILE PRICE,UMBS,20190618
SINGLE FAMILY 30Y,99.7,101.9,104.1,106.2,108.7,109.1,114.1,AVG. PRICE TOP 5 TRADES,UMBS,20190618
SINGLE FAMILY 30Y,0.2,0.8,0.7,1.4,1.9,2.5,4.9,STANDARD DEVIATION,UMBS,20190618
SINGLE FAMILY 30Y,117947.7,1326162.9,2166394.6,1732138.4,627795.9,244365.7,50224.6,VOLUME OF TRADES (000'S),UMBS,20190618
SINGLE FAMILY 30Y,34,109,195,207,197,51,86,NUMBER OF TRADES,UMBS,20190618
SINGLE FAMILY 30Y,0,*,102.2,*,*,106.8,100.5,AVERAGE PRICE,FNMA,20190618
SINGLE FAMILY 30Y,0,*,101.8,*,*,106.6,104.8,WEIGHTED AVG. PRICE,FNMA,20190618
SINGLE FAMILY 30Y,0,*,101.2,*,*,106.8,99.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190618
SINGLE FAMILY 30Y,0,*,101.3,*,*,*,100,2ND QUARTILE PRICE,FNMA,20190618
SINGLE FAMILY 30Y,0,*,103.1,*,*,*,100.3,3RD QUARTILE PRICE,FNMA,20190618
SINGLE FAMILY 30Y,0,*,103.1,*,*,*,102.3,4TH QUARTILE PRICE,FNMA,20190618
SINGLE FAMILY 30Y,0,*,102.6,*,*,106.8,101.1,AVG. PRICE TOP 5 TRADES,FNMA,20190618
SINGLE FAMILY 30Y,0,*,1,*,*,1.1,1.9,STANDARD DEVIATION,FNMA,20190618
SINGLE FAMILY 30Y,0,*,64919.7,*,*,20244.6,117.3,VOLUME OF TRADES (000'S),FNMA,20190618
SINGLE FAMILY 30Y,0,*,14,*,*,15,14,NUMBER OF TRADES,FNMA,20190618
SINGLE FAMILY 30Y,*,100.7,102,103.2,104.8,108,102.3,AVERAGE PRICE,FHLMC,20190618
SINGLE FAMILY 30Y,*,101.1,102.9,103.7,107,106.8,111.3,WEIGHTED AVG. PRICE,FHLMC,20190618
SINGLE FAMILY 30Y,*,98.3,100.2,100.9,102.4,108,91.3,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190618
SINGLE FAMILY 30Y,*,100.3,101.8,103,103.9,*,93.3,2ND QUARTILE PRICE,FHLMC,20190618
SINGLE FAMILY 30Y,*,101,101.8,103,104.3,*,106.1,3RD QUARTILE PRICE,FHLMC,20190618
SINGLE FAMILY 30Y,*,101.2,102.8,103.7,106.2,*,111.4,4TH QUARTILE PRICE,FHLMC,20190618
SINGLE FAMILY 30Y,*,101.7,104,105.1,108,108,111.4,AVG. PRICE TOP 5 TRADES,FHLMC,20190618
SINGLE FAMILY 30Y,*,0.9,1,1,1.7,1.2,8.6,STANDARD DEVIATION,FHLMC,20190618
SINGLE FAMILY 30Y,*,1351253.3,570109.8,385684.4,431311.2,45993.5,38156.7,VOLUME OF TRADES (000'S),FHLMC,20190618
SINGLE FAMILY 30Y,*,105,96,91,66,38,51,NUMBER OF TRADES,FHLMC,20190618
SINGLE FAMILY 30Y,*,101.5,102.9,104,105,104.7,110.4,AVERAGE PRICE,GNMA,20190618
SINGLE FAMILY 30Y,*,101.9,103.2,104.5,104.4,105.6,107.5,WEIGHTED AVG. PRICE,GNMA,20190618
SINGLE FAMILY 30Y,*,99.8,100.8,102,101,101.8,89.9,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190618
SINGLE FAMILY 30Y,*,101.5,103.1,103.7,104.3,103.3,106,2ND QUARTILE PRICE,GNMA,20190618
SINGLE FAMILY 30Y,*,101.8,103.2,103.9,104.7,104.5,115.5,3RD QUARTILE PRICE,GNMA,20190618
SINGLE FAMILY 30Y,*,102,103.2,104.3,106.3,105.4,115.5,4TH QUARTILE PRICE,GNMA,20190618
SINGLE FAMILY 30Y,*,102.3,103.8,105.9,107,109.2,115.4,AVG. PRICE TOP 5 TRADES,GNMA,20190618
SINGLE FAMILY 30Y,*,0.8,0.7,0.9,1.3,1.8,6.5,STANDARD DEVIATION,GNMA,20190618
SINGLE FAMILY 30Y,*,1776221,2147361.8,2431601.2,3826246.3,114085.5,114347.6,VOLUME OF TRADES (000'S),GNMA,20190618
SINGLE FAMILY 30Y,*,71,89,96,247,109,588,NUMBER OF TRADES,GNMA,20190618
SINGLE FAMILY 15Y,99.3,101.6,101.9,101.3,103.2,*,101,AVERAGE PRICE,UMBS,20190619
SINGLE FAMILY 15Y,99.5,101.8,103,104.3,107.2,*,103.1,WEIGHTED AVG. PRICE,UMBS,20190619
SINGLE FAMILY 15Y,96.9,100.1,96,98.5,103.2,*,100.8,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190619
SINGLE FAMILY 15Y,99,101.5,101.3,100,*,*,100.3,2ND QUARTILE PRICE,UMBS,20190619
SINGLE FAMILY 15Y,99.1,101.8,102.3,102.3,*,*,100.3,3RD QUARTILE PRICE,UMBS,20190619
SINGLE FAMILY 15Y,100.3,102,102.8,102.9,*,*,101,4TH QUARTILE PRICE,UMBS,20190619
SINGLE FAMILY 15Y,100.7,102.1,103.5,104.1,103.2,*,102,AVG. PRICE TOP 5 TRADES,UMBS,20190619
SINGLE FAMILY 15Y,1.1,0.6,1.6,2.2,3,*,1.2,STANDARD DEVIATION,UMBS,20190619
SINGLE FAMILY 15Y,111133.5,596591,309625,6235.3,1295.8,*,282.3,VOLUME OF TRADES (000'S),UMBS,20190619
SINGLE FAMILY 15Y,63,72,119,42,6,*,16,NUMBER OF TRADES,UMBS,20190619
SINGLE FAMILY 15Y,99.7,101.5,103.7,106.3,0,0,0,AVERAGE PRICE,FNMA,20190619
SINGLE FAMILY 15Y,100.2,102.1,103.8,106.9,0,0,0,WEIGHTED AVG. PRICE,FNMA,20190619
SINGLE FAMILY 15Y,98.7,100.1,102.7,106.3,0,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190619
SINGLE FAMILY 15Y,99.3,100.9,103.3,*,0,0,0,2ND QUARTILE PRICE,FNMA,20190619
SINGLE FAMILY 15Y,99.6,101.7,103.7,*,0,0,0,3RD QUARTILE PRICE,FNMA,20190619
SINGLE FAMILY 15Y,100.3,102.3,104.1,*,0,0,0,4TH QUARTILE PRICE,FNMA,20190619
SINGLE FAMILY 15Y,100.8,103,104.8,106.3,0,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190619
SINGLE FAMILY 15Y,0.8,1,0.8,1.5,0,0,0,STANDARD DEVIATION,FNMA,20190619
SINGLE FAMILY 15Y,33138.2,81263.1,111931.1,9250,0,0,0,VOLUME OF TRADES (000'S),FNMA,20190619
SINGLE FAMILY 15Y,20,37,26,5,0,0,0,NUMBER OF TRADES,FNMA,20190619
SINGLE FAMILY 15Y,100.1,101.5,102.2,103.5,*,0,*,AVERAGE PRICE,FHLMC,20190619
SINGLE FAMILY 15Y,100.4,102,102.9,103.9,*,0,*,WEIGHTED AVG. PRICE,FHLMC,20190619
SINGLE FAMILY 15Y,99,100.1,100.9,103,*,0,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190619
SINGLE FAMILY 15Y,100.3,101.5,102.1,102.8,*,0,*,2ND QUARTILE PRICE,FHLMC,20190619
SINGLE FAMILY 15Y,100.4,101.7,102.3,103.6,*,0,*,3RD QUARTILE PRICE,FHLMC,20190619
SINGLE FAMILY 15Y,100.4,101.9,102.4,104.3,*,0,*,4TH QUARTILE PRICE,FHLMC,20190619
SINGLE FAMILY 15Y,100.6,102.1,103.3,104.1,*,0,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190619
SINGLE FAMILY 15Y,0.7,0.7,0.6,0.7,*,0,*,STANDARD DEVIATION,FHLMC,20190619
SINGLE FAMILY 15Y,51207,366247.9,34099.8,17931.2,*,0,*,VOLUME OF TRADES (000'S),FHLMC,20190619
SINGLE FAMILY 15Y,47,60,50,11,*,0,*,NUMBER OF TRADES,FHLMC,20190619
SINGLE FAMILY 15Y,*,102,102.9,*,0,0,*,AVERAGE PRICE,GNMA,20190619
SINGLE FAMILY 15Y,*,102,103.2,*,0,0,*,WEIGHTED AVG. PRICE,GNMA,20190619
SINGLE FAMILY 15Y,*,102,102.1,*,0,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190619
SINGLE FAMILY 15Y,*,*,103.2,*,0,0,*,2ND QUARTILE PRICE,GNMA,20190619
SINGLE FAMILY 15Y,*,*,103.2,*,0,0,*,3RD QUARTILE PRICE,GNMA,20190619
SINGLE FAMILY 15Y,*,*,103.3,*,0,0,*,4TH QUARTILE PRICE,GNMA,20190619
SINGLE FAMILY 15Y,*,102,103.4,*,0,0,*,AVG. PRICE TOP 5 TRADES,GNMA,20190619
SINGLE FAMILY 15Y,*,0.1,0.8,*,0,0,*,STANDARD DEVIATION,GNMA,20190619
SINGLE FAMILY 15Y,*,6334.9,15089.7,*,0,0,*,VOLUME OF TRADES (000'S),GNMA,20190619
SINGLE FAMILY 15Y,*,6,15,*,0,0,*,NUMBER OF TRADES,GNMA,20190619
SINGLE FAMILY 30Y,99.3,100.6,102.2,103.4,104.6,108.6,106.1,AVERAGE PRICE,UMBS,20190619
SINGLE FAMILY 30Y,99.2,100.9,102.7,104.7,105.3,106,109.9,WEIGHTED AVG. PRICE,UMBS,20190619
SINGLE FAMILY 30Y,97.9,97.7,98.9,98.9,99.6,102.3,100.1,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190619
SINGLE FAMILY 30Y,99.5,100.4,102,102.7,104.3,109.1,100.8,2ND QUARTILE PRICE,UMBS,20190619
SINGLE FAMILY 30Y,99.5,100.7,102.1,103.3,104.4,109.1,106,3RD QUARTILE PRICE,UMBS,20190619
SINGLE FAMILY 30Y,99.5,101.4,102.9,104.7,105,109.1,110,4TH QUARTILE PRICE,UMBS,20190619
SINGLE FAMILY 30Y,99.5,102,103.6,106.4,108.1,109.5,114,AVG. PRICE TOP 5 TRADES,UMBS,20190619
SINGLE FAMILY 30Y,0.7,1,1,1.7,1.4,1.5,4.7,STANDARD DEVIATION,UMBS,20190619
SINGLE FAMILY 30Y,287508,753639,1513354.7,1117008.2,1437644,261850.4,3297.5,VOLUME OF TRADES (000'S),UMBS,20190619
SINGLE FAMILY 30Y,56,107,197,220,246,339,74,NUMBER OF TRADES,UMBS,20190619
SINGLE FAMILY 30Y,0,100.3,102.1,104.1,0,0,*,AVERAGE PRICE,FNMA,20190619
SINGLE FAMILY 30Y,0,100,101.6,103.6,0,0,*,WEIGHTED AVG. PRICE,FNMA,20190619
SINGLE FAMILY 30Y,0,99.8,101.1,104.1,0,0,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190619
SINGLE FAMILY 30Y,0,100,101.2,*,0,0,*,2ND QUARTILE PRICE,FNMA,20190619
SINGLE FAMILY 30Y,0,100.6,102.1,*,0,0,*,3RD QUARTILE PRICE,FNMA,20190619
SINGLE FAMILY 30Y,0,100.6,103.1,*,0,0,*,4TH QUARTILE PRICE,FNMA,20190619
SINGLE FAMILY 30Y,0,100.5,102.5,104.1,0,0,*,AVG. PRICE TOP 5 TRADES,FNMA,20190619
SINGLE FAMILY 30Y,0,0.5,0.9,1.6,0,0,*,STANDARD DEVIATION,FNMA,20190619
SINGLE FAMILY 30Y,0,50561.9,154359.1,14500.3,0,0,*,VOLUME OF TRADES (000'S),FNMA,20190619
SINGLE FAMILY 30Y,0,13,26,5,0,0,*,NUMBER OF TRADES,FNMA,20190619
SINGLE FAMILY 30Y,99.7,100.6,102.3,102.9,104.4,106,103.5,AVERAGE PRICE,FHLMC,20190619
SINGLE FAMILY 30Y,99.6,100.8,103.1,104.4,105.7,108,108,WEIGHTED AVG. PRICE,FHLMC,20190619
SINGLE FAMILY 30Y,99.7,98.1,99.2,96.8,99,102.6,94.6,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190619
SINGLE FAMILY 30Y,*,100.1,101.7,102.4,103.7,104.3,100,2ND QUARTILE PRICE,FHLMC,20190619
SINGLE FAMILY 30Y,*,100.6,102,103.1,104.6,109.1,106.1,3RD QUARTILE PRICE,FHLMC,20190619
SINGLE FAMILY 30Y,*,101.3,102.7,103.9,106.3,109.1,108.1,4TH QUARTILE PRICE,FHLMC,20190619
SINGLE FAMILY 30Y,99.7,102.8,109.3,105.9,106.4,108.7,109.9,AVG. PRICE TOP 5 TRADES,FHLMC,20190619
SINGLE FAMILY 30Y,0.2,1.2,2.4,1.9,2,3.6,6.4,STANDARD DEVIATION,FHLMC,20190619
SINGLE FAMILY 30Y,12841.8,571189.8,466572.7,232232.2,192849.2,925.8,1382.6,VOLUME OF TRADES (000'S),FHLMC,20190619
SINGLE FAMILY 30Y,5,95,134,126,108,23,25,NUMBER OF TRADES,FHLMC,20190619
SINGLE FAMILY 30Y,98.8,101.5,103.1,104.5,104.9,105.9,107.2,AVERAGE PRICE,GNMA,20190619
SINGLE FAMILY 30Y,100.5,101.4,103.1,104,104.8,106.5,109,WEIGHTED AVG. PRICE,GNMA,20190619
SINGLE FAMILY 30Y,98.8,100.5,101.5,101.5,101.3,100.5,89.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190619
SINGLE FAMILY 30Y,*,101.4,103.1,103.9,104.1,104.8,106,2ND QUARTILE PRICE,GNMA,20190619
SINGLE FAMILY 30Y,*,101.7,103.3,104.6,104.8,106.5,108.1,3RD QUARTILE PRICE,GNMA,20190619
SINGLE FAMILY 30Y,*,102,103.3,105.5,105.1,106.5,112.1,4TH QUARTILE PRICE,GNMA,20190619
SINGLE FAMILY 30Y,98.8,102.4,103.5,106.5,109,109.5,112.9,AVG. PRICE TOP 5 TRADES,GNMA,20190619
SINGLE FAMILY 30Y,2.9,0.8,0.5,1.2,1.7,1.9,5.8,STANDARD DEVIATION,GNMA,20190619
SINGLE FAMILY 30Y,120302.2,189288.9,561725,2040602.2,739710.6,107542.2,68692.8,VOLUME OF TRADES (000'S),GNMA,20190619
SINGLE FAMILY 30Y,5,22,132,134,105,122,366,NUMBER OF TRADES,GNMA,20190619
SINGLE FAMILY 15Y,100.6,101.6,102.7,103.3,104.9,103.9,102.7,AVERAGE PRICE,UMBS,20190620
SINGLE FAMILY 15Y,100.9,102.3,104.1,104.2,106.7,103.9,103.8,WEIGHTED AVG. PRICE,UMBS,20190620
SINGLE FAMILY 15Y,98.4,100.2,100.3,101,104.2,103.8,100.8,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190620
SINGLE FAMILY 15Y,100.8,101.2,102.1,102.4,104.4,104.1,102.2,2ND QUARTILE PRICE,UMBS,20190620
SINGLE FAMILY 15Y,100.9,102,103.1,103.6,104.7,104.5,103,3RD QUARTILE PRICE,UMBS,20190620
SINGLE FAMILY 15Y,101,102.2,103.3,103.9,108.2,104.7,104,4TH QUARTILE PRICE,UMBS,20190620
SINGLE FAMILY 15Y,101.2,102.4,104.5,105.8,105.3,104.2,105.1,AVG. PRICE TOP 5 TRADES,UMBS,20190620
SINGLE FAMILY 15Y,0.8,0.8,1.1,1.5,1.6,0.8,1.7,STANDARD DEVIATION,UMBS,20190620
SINGLE FAMILY 15Y,230913.9,91184.2,140573.2,66752.9,2488.4,1286,1105.4,VOLUME OF TRADES (000'S),UMBS,20190620
SINGLE FAMILY 15Y,55,54,88,32,7,6,25,NUMBER OF TRADES,UMBS,20190620
SINGLE FAMILY 15Y,100.2,101.8,104.1,106.8,0,0,0,AVERAGE PRICE,FNMA,20190620
SINGLE FAMILY 15Y,100.5,102.7,104.2,108.2,0,0,0,WEIGHTED AVG. PRICE,FNMA,20190620
SINGLE FAMILY 15Y,99.7,100.4,102.2,106.2,0,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190620
SINGLE FAMILY 15Y,100,101.2,103.4,108.2,0,0,0,2ND QUARTILE PRICE,FNMA,20190620
SINGLE FAMILY 15Y,100.4,102.8,104.3,109.1,0,0,0,3RD QUARTILE PRICE,FNMA,20190620
SINGLE FAMILY 15Y,100.8,103.3,106,109.5,0,0,0,4TH QUARTILE PRICE,FNMA,20190620
SINGLE FAMILY 15Y,100.7,103.2,105.9,107.6,0,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190620
SINGLE FAMILY 15Y,0.6,1.5,1.6,3.2,0,0,0,STANDARD DEVIATION,FNMA,20190620
SINGLE FAMILY 15Y,58139.2,44775.4,74761.6,260602,0,0,0,VOLUME OF TRADES (000'S),FNMA,20190620
SINGLE FAMILY 15Y,11,14,19,6,0,0,0,NUMBER OF TRADES,FNMA,20190620
SINGLE FAMILY 15Y,100.6,101.8,103,103.1,103.5,*,103.7,AVERAGE PRICE,FHLMC,20190620
SINGLE FAMILY 15Y,100.9,102.5,103.3,105.2,104,*,103.4,WEIGHTED AVG. PRICE,FHLMC,20190620
SINGLE FAMILY 15Y,99.6,100.8,102.2,102.3,102.4,*,102.6,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190620
SINGLE FAMILY 15Y,100.8,102,103.2,102.3,103.3,*,103.2,2ND QUARTILE PRICE,FHLMC,20190620
SINGLE FAMILY 15Y,101,102.3,103.2,103.6,103.9,*,103.5,3RD QUARTILE PRICE,FHLMC,20190620
SINGLE FAMILY 15Y,101.1,102.5,103.2,106.1,104.4,*,104.6,4TH QUARTILE PRICE,FHLMC,20190620
SINGLE FAMILY 15Y,101.2,102.4,103.3,103.9,104.5,*,104.8,AVG. PRICE TOP 5 TRADES,FHLMC,20190620
SINGLE FAMILY 15Y,0.8,1.2,0.5,1.8,1.2,*,2.4,STANDARD DEVIATION,FHLMC,20190620
SINGLE FAMILY 15Y,37834.2,63730.6,20080.9,2033.7,783.3,*,952.5,VOLUME OF TRADES (000'S),FHLMC,20190620
SINGLE FAMILY 15Y,17,13,49,7,15,*,8,NUMBER OF TRADES,FHLMC,20190620
SINGLE FAMILY 15Y,*,*,103.6,104.7,105.9,0,102.8,AVERAGE PRICE,GNMA,20190620
SINGLE FAMILY 15Y,*,*,103.7,104.7,108.1,0,102.3,WEIGHTED AVG. PRICE,GNMA,20190620
SINGLE FAMILY 15Y,*,*,103.5,104.7,105.9,0,102.8,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190620
SINGLE FAMILY 15Y,*,*,103.6,*,*,0,*,2ND QUARTILE PRICE,GNMA,20190620
SINGLE FAMILY 15Y,*,*,103.7,*,*,0,*,3RD QUARTILE PRICE,GNMA,20190620
SINGLE FAMILY 15Y,*,*,103.8,*,*,0,*,4TH QUARTILE PRICE,GNMA,20190620
SINGLE FAMILY 15Y,*,*,103.7,104.7,105.9,0,102.8,AVG. PRICE TOP 5 TRADES,GNMA,20190620
SINGLE FAMILY 15Y,*,*,0.2,0.1,2.9,0,2.7,STANDARD DEVIATION,GNMA,20190620
SINGLE FAMILY 15Y,*,*,12491.6,7829.4,2175.5,0,906.9,VOLUME OF TRADES (000'S),GNMA,20190620
SINGLE FAMILY 15Y,*,*,10,6,5,0,17,NUMBER OF TRADES,GNMA,20190620
SINGLE FAMILY 30Y,99.5,101.5,102.6,104.1,105.4,107.8,108.6,AVERAGE PRICE,UMBS,20190620
SINGLE FAMILY 30Y,100,101.5,103,104.1,106.7,107.1,113.6,WEIGHTED AVG. PRICE,UMBS,20190620
SINGLE FAMILY 30Y,98.9,98.3,99,96.9,96,105.1,93.6,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190620
SINGLE FAMILY 30Y,99,101.3,102.2,103.3,104.4,105.9,105.6,2ND QUARTILE PRICE,UMBS,20190620
SINGLE FAMILY 30Y,100,101.8,102.6,103.9,104.6,108.8,111.5,3RD QUARTILE PRICE,UMBS,20190620
SINGLE FAMILY 30Y,100.2,101.9,103.5,105.1,107.7,109,113.4,4TH QUARTILE PRICE,UMBS,20190620
SINGLE FAMILY 30Y,100.2,102.5,104.5,107.1,108.9,110.3,115.2,AVG. PRICE TOP 5 TRADES,UMBS,20190620
SINGLE FAMILY 30Y,0.9,0.7,1.1,1.9,2.7,1.8,6.1,STANDARD DEVIATION,UMBS,20190620
SINGLE FAMILY 30Y,9437.1,2759582,2653362.3,3233828.6,514379.2,116063.2,36260.6,VOLUME OF TRADES (000'S),UMBS,20190620
SINGLE FAMILY 30Y,11,189,260,325,217,71,103,NUMBER OF TRADES,UMBS,20190620
SINGLE FAMILY 30Y,0,100.5,*,105.3,*,*,*,AVERAGE PRICE,FNMA,20190620
SINGLE FAMILY 30Y,0,100.4,*,106.1,*,*,*,WEIGHTED AVG. PRICE,FNMA,20190620
SINGLE FAMILY 30Y,0,100.3,*,105.3,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190620
SINGLE FAMILY 30Y,0,100.5,*,*,*,*,*,2ND QUARTILE PRICE,FNMA,20190620
SINGLE FAMILY 30Y,0,100.7,*,*,*,*,*,3RD QUARTILE PRICE,FNMA,20190620
SINGLE FAMILY 30Y,0,101.1,*,*,*,*,*,4TH QUARTILE PRICE,FNMA,20190620
SINGLE FAMILY 30Y,0,100.6,*,105.3,*,*,*,AVG. PRICE TOP 5 TRADES,FNMA,20190620
SINGLE FAMILY 30Y,0,0.5,*,0.7,*,*,*,STANDARD DEVIATION,FNMA,20190620
SINGLE FAMILY 30Y,0,83057.5,*,56080.1,*,*,*,VOLUME OF TRADES (000'S),FNMA,20190620
SINGLE FAMILY 30Y,0,6,*,6,*,*,*,NUMBER OF TRADES,FNMA,20190620
SINGLE FAMILY 30Y,0,101.1,102.7,104.2,105,98.5,92.7,AVERAGE PRICE,FHLMC,20190620
SINGLE FAMILY 30Y,0,101.9,102.7,104.1,105.4,106,112.7,WEIGHTED AVG. PRICE,FHLMC,20190620
SINGLE FAMILY 30Y,0,100,101.1,101.7,102.2,98.5,74.4,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190620
SINGLE FAMILY 30Y,0,101,102.2,102.8,104.5,*,90,2ND QUARTILE PRICE,FHLMC,20190620
SINGLE FAMILY 30Y,0,101,102.4,104.5,104.6,*,104,3RD QUARTILE PRICE,FHLMC,20190620
SINGLE FAMILY 30Y,0,101.5,103.5,105.1,105.3,*,108,4TH QUARTILE PRICE,FHLMC,20190620
SINGLE FAMILY 30Y,0,102.3,104.3,106.9,108.3,98.5,110.5,AVG. PRICE TOP 5 TRADES,FHLMC,20190620
SINGLE FAMILY 30Y,0,0.6,0.9,1.5,1.9,6.4,26.3,STANDARD DEVIATION,FHLMC,20190620
SINGLE FAMILY 30Y,0,1004996.9,2048927.5,1213936.9,408121.7,7442.7,1426,VOLUME OF TRADES (000'S),FHLMC,20190620
SINGLE FAMILY 30Y,0,88,115,163,81,6,20,NUMBER OF TRADES,FHLMC,20190620
SINGLE FAMILY 30Y,97,102.4,104.3,105.6,107.8,106.7,103.9,AVERAGE PRICE,GNMA,20190620
SINGLE FAMILY 30Y,100.9,102.5,103.7,104.5,106,105.5,108.7,WEIGHTED AVG. PRICE,GNMA,20190620
SINGLE FAMILY 30Y,96.7,101.1,102.2,101,102.4,99.1,79.9,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190620
SINGLE FAMILY 30Y,94.5,102.4,103.5,104.1,106.8,104.5,100,2ND QUARTILE PRICE,GNMA,20190620
SINGLE FAMILY 30Y,94.5,102.4,103.6,104.3,107.5,105.6,105.7,3RD QUARTILE PRICE,GNMA,20190620
SINGLE FAMILY 30Y,101,102.6,103.6,109,109,108.4,108.4,4TH QUARTILE PRICE,GNMA,20190620
SINGLE FAMILY 30Y,101,103.3,110.6,109.1,111.2,113.1,115.4,AVG. PRICE TOP 5 TRADES,GNMA,20190620
SINGLE FAMILY 30Y,3.3,0.6,2.3,2.6,2.5,4,6,STANDARD DEVIATION,GNMA,20190620
SINGLE FAMILY 30Y,86661.8,1684898,2010564.9,1385376.4,1332826.2,352749.5,47480.3,VOLUME OF TRADES (000'S),GNMA,20190620
