Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 30Y,*,100.5,102,103.7,104.4,105.7,105.8,3RD QUARTILE PRICE,UMBS,20190610
SINGLE FAMILY 30Y,*,101.1,103,105.1,105.5,107.5,109,4TH QUARTILE PRICE,UMBS,20190610
SINGLE FAMILY 30Y,*,101.7,103.9,106.5,108.1,109.6,111,AVG. PRICE TOP 5 TRADES,UMBS,20190610
SINGLE FAMILY 30Y,*,0.7,0.9,1.4,1.4,1.5,6.8,STANDARD DEVIATION,UMBS,20190610
SINGLE FAMILY 30Y,*,1186787.4,7685225.5,1583577,1766371.6,362906,2198.5,VOLUME OF TRADES (000'S),UMBS,20190610
SINGLE FAMILY 30Y,*,106,296,265,216,61,111,NUMBER OF TRADES,UMBS,20190610
SINGLE FAMILY 30Y,*,99.4,102.5,103.6,*,0,102.5,AVERAGE PRICE,FNMA,20190610
SINGLE FAMILY 30Y,*,99.6,102.4,104.3,*,0,107.5,WEIGHTED AVG. PRICE,FNMA,20190610
SINGLE FAMILY 30Y,*,99.2,101.4,103.1,*,0,99.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190610
SINGLE FAMILY 30Y,*,99.4,102.3,102.3,*,0,100,2ND QUARTILE PRICE,FNMA,20190610
SINGLE FAMILY 30Y,*,99.6,102.9,104.5,*,0,106.2,3RD QUARTILE PRICE,FNMA,20190610
SINGLE FAMILY 30Y,*,100.6,103,104.9,*,0,108.5,4TH QUARTILE PRICE,FNMA,20190610
SINGLE FAMILY 30Y,*,99.8,103,104.1,*,0,108,AVG. PRICE TOP 5 TRADES,FNMA,20190610
SINGLE FAMILY 30Y,*,0.7,0.8,1.2,*,0,5.9,STANDARD DEVIATION,FNMA,20190610
SINGLE FAMILY 30Y,*,38205,93868.4,9206.8,*,0,7264.4,VOLUME OF TRADES (000'S),FNMA,20190610
SINGLE FAMILY 30Y,*,7,18,7,*,0,13,NUMBER OF TRADES,FNMA,20190610
SINGLE FAMILY 30Y,98.1,100.5,102.2,103.4,104.9,105,99.4,AVERAGE PRICE,FHLMC,20190610
SINGLE FAMILY 30Y,99.6,100.5,102.9,103.4,106.2,106.5,113.1,WEIGHTED AVG. PRICE,FHLMC,20190610
SINGLE FAMILY 30Y,97.8,99.4,101.1,101.1,102.2,102.4,89.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190610
SINGLE FAMILY 30Y,97,100.3,101.8,102.9,104.4,105,97,2ND QUARTILE PRICE,FHLMC,20190610
SINGLE FAMILY 30Y,97.5,100.5,102,103.3,104.6,106.1,100,3RD QUARTILE PRICE,FHLMC,20190610
SINGLE FAMILY 30Y,100,100.8,102.9,104.6,106.6,106.3,106.4,4TH QUARTILE PRICE,FHLMC,20190610
SINGLE FAMILY 30Y,98.8,101.6,103.9,105.1,107.5,107,110.8,AVG. PRICE TOP 5 TRADES,FHLMC,20190610
SINGLE FAMILY 30Y,1.4,0.6,0.8,1.1,1.8,2.6,9,STANDARD DEVIATION,FHLMC,20190610
SINGLE FAMILY 30Y,13801.5,389424.2,100813.8,545011.2,500806.2,682.2,6853.7,VOLUME OF TRADES (000'S),FHLMC,20190610
SINGLE FAMILY 30Y,8,65,113,98,62,16,32,NUMBER OF TRADES,FHLMC,20190610
SINGLE FAMILY 30Y,*,101.6,103.3,103.4,103.7,105.5,104.4,AVERAGE PRICE,GNMA,20190610
SINGLE FAMILY 30Y,*,101.6,103,104,104.2,105.3,106.9,WEIGHTED AVG. PRICE,GNMA,20190610
SINGLE FAMILY 30Y,*,101.2,101.7,101.8,97.2,101.4,48.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190610
SINGLE FAMILY 30Y,*,101.5,102.9,102.5,103.4,105.1,100.1,2ND QUARTILE PRICE,GNMA,20190610
SINGLE FAMILY 30Y,*,101.6,103.5,103.7,104.5,105.7,106.3,3RD QUARTILE PRICE,GNMA,20190610
SINGLE FAMILY 30Y,*,101.7,103.8,103.9,104.7,106.5,109.3,4TH QUARTILE PRICE,GNMA,20190610
SINGLE FAMILY 30Y,*,102.1,104.2,105.9,107.4,106.6,113,AVG. PRICE TOP 5 TRADES,GNMA,20190610
SINGLE FAMILY 30Y,*,0.3,0.7,1.2,3,1.3,8.7,STANDARD DEVIATION,GNMA,20190610
SINGLE FAMILY 30Y,*,600358.2,1253792.6,478176.6,1914663.8,154980.1,77183.8,VOLUME OF TRADES (000'S),GNMA,20190610
SINGLE FAMILY 30Y,*,34,134,75,55,150,359,NUMBER OF TRADES,GNMA,20190610
SINGLE FAMILY 15Y,99.5,101.1,102,102.5,103.6,101,104.4,AVERAGE PRICE,UMBS,20190611
SINGLE FAMILY 15Y,99.6,101.7,103,104.1,107.6,103.8,107.2,WEIGHTED AVG. PRICE,UMBS,20190611
SINGLE FAMILY 15Y,98.5,99,99,99.3,101.7,100.6,102.6,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190611
SINGLE FAMILY 15Y,98.6,100.4,101,101.3,100.4,100.1,103.2,2ND QUARTILE PRICE,UMBS,20190611
SINGLE FAMILY 15Y,100,101.6,102,103.4,105.2,102,103.3,3RD QUARTILE PRICE,UMBS,20190611
SINGLE FAMILY 15Y,100.3,101.7,103,103.5,107.5,102,109,4TH QUARTILE PRICE,UMBS,20190611
SINGLE FAMILY 15Y,100.5,102,103.8,104.4,107.3,101.5,105,AVG. PRICE TOP 5 TRADES,UMBS,20190611
SINGLE FAMILY 15Y,0.8,0.9,1.3,1.6,3.4,2.2,2.6,STANDARD DEVIATION,UMBS,20190611
SINGLE FAMILY 15Y,82093.4,833868.6,399140,12350,48149.5,632.8,2407.6,VOLUME OF TRADES (000'S),UMBS,20190611
SINGLE FAMILY 15Y,52,92,114,65,13,8,35,NUMBER OF TRADES,UMBS,20190611
SINGLE FAMILY 15Y,99.8,100.8,103.2,106.4,*,0,0,AVERAGE PRICE,FNMA,20190611
SINGLE FAMILY 15Y,100,100.5,103.3,107.4,*,0,0,WEIGHTED AVG. PRICE,FNMA,20190611
SINGLE FAMILY 15Y,99.5,100.2,102.2,105.2,*,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190611
SINGLE FAMILY 15Y,99.5,100.4,102.7,105.9,*,0,0,2ND QUARTILE PRICE,FNMA,20190611
SINGLE FAMILY 15Y,100.1,100.9,103.2,106.6,*,0,0,3RD QUARTILE PRICE,FNMA,20190611
SINGLE FAMILY 15Y,100.4,101.3,103.8,107.1,*,0,0,4TH QUARTILE PRICE,FNMA,20190611
SINGLE FAMILY 15Y,100.1,101.4,104.7,107.7,*,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190611
SINGLE FAMILY 15Y,0.5,0.5,1,1.3,*,0,0,STANDARD DEVIATION,FNMA,20190611
SINGLE FAMILY 15Y,25953.7,407288.4,59147.1,85500.2,*,0,0,VOLUME OF TRADES (000'S),FNMA,20190611
SINGLE FAMILY 15Y,10,25,25,15,*,0,0,NUMBER OF TRADES,FNMA,20190611
SINGLE FAMILY 15Y,99.5,101.1,101.6,103,102.2,*,*,AVERAGE PRICE,FHLMC,20190611
SINGLE FAMILY 15Y,100.3,101.9,103,103.9,102.4,*,*,WEIGHTED AVG. PRICE,FHLMC,20190611
SINGLE FAMILY 15Y,98.5,100.1,100.4,102,100.9,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190611
SINGLE FAMILY 15Y,98.6,100.5,100.9,103.3,102.5,*,*,2ND QUARTILE PRICE,FHLMC,20190611
SINGLE FAMILY 15Y,100,101.1,101.9,103.4,102.5,*,*,3RD QUARTILE PRICE,FHLMC,20190611
SINGLE FAMILY 15Y,100.3,101.8,101.9,104.8,102.5,*,*,4TH QUARTILE PRICE,FHLMC,20190611
SINGLE FAMILY 15Y,100.4,102.5,103.2,104,102.5,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190611
SINGLE FAMILY 15Y,0.9,1,0.9,1.5,0.8,*,*,STANDARD DEVIATION,FHLMC,20190611
SINGLE FAMILY 15Y,90396.6,9560.5,13056.2,9260.9,3499.4,*,*,VOLUME OF TRADES (000'S),FHLMC,20190611
SINGLE FAMILY 15Y,20,36,43,13,29,*,*,NUMBER OF TRADES,FHLMC,20190611
SINGLE FAMILY 15Y,*,101.5,103.1,104.4,102.8,104.8,109.6,AVERAGE PRICE,GNMA,20190611
SINGLE FAMILY 15Y,*,101.5,103.2,104.5,103,108.4,109.3,WEIGHTED AVG. PRICE,GNMA,20190611
SINGLE FAMILY 15Y,*,101.5,103,104.2,102.6,104.8,101.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190611
SINGLE FAMILY 15Y,*,*,103.1,104.3,102.8,*,109.4,2ND QUARTILE PRICE,GNMA,20190611
SINGLE FAMILY 15Y,*,*,103.1,104.3,103.2,*,111.3,3RD QUARTILE PRICE,GNMA,20190611
SINGLE FAMILY 15Y,*,*,103.2,104.5,103.4,*,111.3,4TH QUARTILE PRICE,GNMA,20190611
SINGLE FAMILY 15Y,*,101.5,103.2,104.6,103.2,104.8,110.4,AVG. PRICE TOP 5 TRADES,GNMA,20190611
SINGLE FAMILY 15Y,*,0.6,0.2,0.2,0.7,7.4,3.2,STANDARD DEVIATION,GNMA,20190611
SINGLE FAMILY 15Y,*,4504.7,39543.3,128915.5,600,949.8,1751.1,VOLUME OF TRADES (000'S),GNMA,20190611
SINGLE FAMILY 15Y,*,6,13,27,9,12,47,NUMBER OF TRADES,GNMA,20190611
SINGLE FAMILY 30Y,98.7,100.2,101.9,103.1,105.7,105.6,106.1,AVERAGE PRICE,UMBS,20190611
SINGLE FAMILY 30Y,98.1,100.5,102,103.5,106.3,106.8,111.4,WEIGHTED AVG. PRICE,UMBS,20190611
SINGLE FAMILY 30Y,98.7,98.9,100.2,100.4,102.7,98.9,95.4,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190611
SINGLE FAMILY 30Y,*,99.8,101.4,102.6,104.4,104.9,103.3,2ND QUARTILE PRICE,UMBS,20190611
SINGLE FAMILY 30Y,*,100.3,102,103.2,104.4,105.8,107.5,3RD QUARTILE PRICE,UMBS,20190611
SINGLE FAMILY 30Y,*,100.8,102.4,103.5,108.7,107.9,109,4TH QUARTILE PRICE,UMBS,20190611
SINGLE FAMILY 30Y,98.7,102.1,103.7,106.2,108.7,108.8,113.9,AVG. PRICE TOP 5 TRADES,UMBS,20190611
SINGLE FAMILY 30Y,0.5,0.9,0.8,1.1,2.2,3.7,4.9,STANDARD DEVIATION,UMBS,20190611
SINGLE FAMILY 30Y,223,1587572.2,7151641.3,2860677.9,1639469.7,159900.4,22955.5,VOLUME OF TRADES (000'S),UMBS,20190611
SINGLE FAMILY 30Y,6,112,288,249,217,60,142,NUMBER OF TRADES,UMBS,20190611
SINGLE FAMILY 30Y,0,99.8,102.2,*,92.6,108.8,98.3,AVERAGE PRICE,FNMA,20190611
SINGLE FAMILY 30Y,0,99.7,101.7,*,105.4,108.8,99.7,WEIGHTED AVG. PRICE,FNMA,20190611
SINGLE FAMILY 30Y,0,99.6,101.9,*,89.5,108.8,98.3,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190611
SINGLE FAMILY 30Y,0,99.5,101.1,*,102.7,*,*,2ND QUARTILE PRICE,FNMA,20190611
SINGLE FAMILY 30Y,0,99.9,103.3,*,107.1,*,*,3RD QUARTILE PRICE,FNMA,20190611
SINGLE FAMILY 30Y,0,100,103.6,*,108,*,*,4TH QUARTILE PRICE,FNMA,20190611
SINGLE FAMILY 30Y,0,100.1,102.5,*,98.4,108.8,98.3,AVG. PRICE TOP 5 TRADES,FNMA,20190611
SINGLE FAMILY 30Y,0,0.4,1.3,*,19.9,0,2.3,STANDARD DEVIATION,FNMA,20190611
SINGLE FAMILY 30Y,0,77926.8,24719.3,*,10427.7,7778.7,1.9,VOLUME OF TRADES (000'S),FNMA,20190611
SINGLE FAMILY 30Y,0,13,6,*,6,6,5,NUMBER OF TRADES,FNMA,20190611
SINGLE FAMILY 30Y,*,100.3,101.7,103,105.5,103.9,106.1,AVERAGE PRICE,FHLMC,20190611
SINGLE FAMILY 30Y,*,100.9,102.4,103.9,105.3,107.1,116.2,WEIGHTED AVG. PRICE,FHLMC,20190611
SINGLE FAMILY 30Y,*,99.2,99.6,100.6,102,102.2,97.6,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190611
SINGLE FAMILY 30Y,*,99.7,101,102.3,103.4,104.7,104,2ND QUARTILE PRICE,FHLMC,20190611
SINGLE FAMILY 30Y,*,100,101.7,102.8,104.5,105.4,107,3RD QUARTILE PRICE,FHLMC,20190611
SINGLE FAMILY 30Y,*,100.8,102.5,104,108.8,107.3,109,4TH QUARTILE PRICE,FHLMC,20190611
SINGLE FAMILY 30Y,*,102.1,103.8,105.3,108.6,106.2,115.7,AVG. PRICE TOP 5 TRADES,FHLMC,20190611
SINGLE FAMILY 30Y,*,0.9,1.1,1.3,2.6,3.4,6.1,STANDARD DEVIATION,FHLMC,20190611
SINGLE FAMILY 30Y,*,381045.9,380115.6,344843.4,965795.8,519.1,11196.2,VOLUME OF TRADES (000'S),FHLMC,20190611
SINGLE FAMILY 30Y,*,82,165,95,88,10,37,NUMBER OF TRADES,FHLMC,20190611
SINGLE FAMILY 30Y,*,101.5,103.1,104.2,104.2,107.7,107.4,AVERAGE PRICE,GNMA,20190611
SINGLE FAMILY 30Y,*,101.5,102.9,103.9,104.4,105.2,108.5,WEIGHTED AVG. PRICE,GNMA,20190611
SINGLE FAMILY 30Y,*,100.3,101.6,101.9,101.5,101.1,78.3,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190611
SINGLE FAMILY 30Y,*,101.5,102.9,103.6,103.5,105.2,107.7,2ND QUARTILE PRICE,GNMA,20190611
SINGLE FAMILY 30Y,*,101.5,102.9,103.9,104.6,109.4,109.4,3RD QUARTILE PRICE,GNMA,20190611
SINGLE FAMILY 30Y,*,101.5,103.3,104.9,104.6,109.4,109.4,4TH QUARTILE PRICE,GNMA,20190611
SINGLE FAMILY 30Y,*,102.3,103.9,107.3,107.7,109.4,114.4,AVG. PRICE TOP 5 TRADES,GNMA,20190611
SINGLE FAMILY 30Y,*,0.4,0.6,1.2,1.5,2.4,5.3,STANDARD DEVIATION,GNMA,20190611
SINGLE FAMILY 30Y,*,1106006.1,3755075.9,720520.7,700663,344756.6,53738.2,VOLUME OF TRADES (000'S),GNMA,20190611
SINGLE FAMILY 30Y,*,76,151,147,88,294,733,NUMBER OF TRADES,GNMA,20190611
SINGLE FAMILY 15Y,100.3,101.7,102.3,103.4,103.8,101.1,100.5,AVERAGE PRICE,UMBS,20190612
SINGLE FAMILY 15Y,100.3,101.8,103,104.2,107.2,101,105.3,WEIGHTED AVG. PRICE,UMBS,20190612
SINGLE FAMILY 15Y,99.1,100.7,98.4,101.9,101.8,101.1,98.1,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190612
SINGLE FAMILY 15Y,100.3,101.7,101.8,102.8,102.6,*,98,2ND QUARTILE PRICE,UMBS,20190612
SINGLE FAMILY 15Y,100.4,101.8,102.3,103.6,104.7,*,101.5,3RD QUARTILE PRICE,UMBS,20190612
SINGLE FAMILY 15Y,100.5,101.9,103,104.2,105.4,*,104.1,4TH QUARTILE PRICE,UMBS,20190612
SINGLE FAMILY 15Y,100.7,102.1,103.9,105,105.6,101.1,104.1,AVG. PRICE TOP 5 TRADES,UMBS,20190612
SINGLE FAMILY 15Y,0.4,0.3,1.1,1,2,0.3,3.6,STANDARD DEVIATION,UMBS,20190612
SINGLE FAMILY 15Y,350202.5,892253,807773,27380.3,19252.2,17.7,1165.5,VOLUME OF TRADES (000'S),UMBS,20190612
SINGLE FAMILY 15Y,75,117,177,45,14,5,14,NUMBER OF TRADES,UMBS,20190612
SINGLE FAMILY 15Y,99.9,101.4,102.7,*,0,0,0,AVERAGE PRICE,FNMA,20190612
SINGLE FAMILY 15Y,99.9,100.8,103.6,*,0,0,0,WEIGHTED AVG. PRICE,FNMA,20190612
SINGLE FAMILY 15Y,99.5,100.1,101.1,*,0,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190612
SINGLE FAMILY 15Y,99.5,100.6,103,*,0,0,0,2ND QUARTILE PRICE,FNMA,20190612
SINGLE FAMILY 15Y,100,101.8,103.1,*,0,0,0,3RD QUARTILE PRICE,FNMA,20190612
SINGLE FAMILY 15Y,100.2,102.3,104,*,0,0,0,4TH QUARTILE PRICE,FNMA,20190612
SINGLE FAMILY 15Y,100.4,102.7,103.8,*,0,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190612
SINGLE FAMILY 15Y,0.4,1,1.6,*,0,0,0,STANDARD DEVIATION,FNMA,20190612
SINGLE FAMILY 15Y,63740.8,162791.2,48438.9,*,0,0,0,VOLUME OF TRADES (000'S),FNMA,20190612
SINGLE FAMILY 15Y,16,22,14,*,0,0,0,NUMBER OF TRADES,FNMA,20190612
SINGLE FAMILY 15Y,100.2,101.4,102.2,103,*,*,101,AVERAGE PRICE,FHLMC,20190612
SINGLE FAMILY 15Y,100.4,102,103,103.3,*,*,102.3,WEIGHTED AVG. PRICE,FHLMC,20190612
SINGLE FAMILY 15Y,99.4,100.3,100.7,102.9,*,*,100,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190612
SINGLE FAMILY 15Y,100.1,101.6,102.3,102.9,*,*,101,2ND QUARTILE PRICE,FHLMC,20190612
SINGLE FAMILY 15Y,100.5,101.8,102.3,103.1,*,*,101.6,3RD QUARTILE PRICE,FHLMC,20190612
SINGLE FAMILY 15Y,100.5,102,102.8,103.5,*,*,102.8,4TH QUARTILE PRICE,FHLMC,20190612
SINGLE FAMILY 15Y,100.6,102.1,103.1,103,*,*,103,AVG. PRICE TOP 5 TRADES,FHLMC,20190612
SINGLE FAMILY 15Y,0.5,0.7,0.7,0.3,*,*,2.2,STANDARD DEVIATION,FHLMC,20190612
SINGLE FAMILY 15Y,33416.6,64834.9,181309.8,1521,*,*,192.9,VOLUME OF TRADES (000'S),FHLMC,20190612
SINGLE FAMILY 15Y,27,22,53,6,*,*,16,NUMBER OF TRADES,FHLMC,20190612
SINGLE FAMILY 15Y,*,101.9,103,104,102.3,102.5,105.4,AVERAGE PRICE,GNMA,20190612
SINGLE FAMILY 15Y,*,102,103.3,104.4,102.7,102.4,107,WEIGHTED AVG. PRICE,GNMA,20190612
SINGLE FAMILY 15Y,*,101.8,101.9,102.6,101.7,102.5,102.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190612
SINGLE FAMILY 15Y,*,101.9,103.2,104.1,101.8,*,102.5,2ND QUARTILE PRICE,GNMA,20190612
SINGLE FAMILY 15Y,*,102,103.2,104.4,102.5,*,103.4,3RD QUARTILE PRICE,GNMA,20190612
SINGLE FAMILY 15Y,*,102,103.3,104.4,102.8,*,109.5,4TH QUARTILE PRICE,GNMA,20190612
SINGLE FAMILY 15Y,*,102,103.4,104.7,103.1,102.5,111.1,AVG. PRICE TOP 5 TRADES,GNMA,20190612
SINGLE FAMILY 15Y,*,0.1,0.6,0.7,0.9,0.2,4.1,STANDARD DEVIATION,GNMA,20190612
SINGLE FAMILY 15Y,*,97324.7,137521.5,21482.4,1090.6,243.1,459,VOLUME OF TRADES (000'S),GNMA,20190612
SINGLE FAMILY 15Y,*,30,30,43,18,9,26,NUMBER OF TRADES,GNMA,20190612
SINGLE FAMILY 30Y,99.4,100.2,101.9,103.2,104.1,105.5,104,AVERAGE PRICE,UMBS,20190612
SINGLE FAMILY 30Y,100,100.6,102.2,104.1,106.3,107,111.3,WEIGHTED AVG. PRICE,UMBS,20190612
SINGLE FAMILY 30Y,99.4,98.6,100.3,101.1,98.6,101.6,88.9,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190612
SINGLE FAMILY 30Y,*,99.8,101.5,102.5,103.7,104.7,101,2ND QUARTILE PRICE,UMBS,20190612
SINGLE FAMILY 30Y,*,100.3,101.8,103.1,104.1,105.4,105.4,3RD QUARTILE PRICE,UMBS,20190612
SINGLE FAMILY 30Y,*,100.7,102.3,103.8,104.5,106.1,107.1,4TH QUARTILE PRICE,UMBS,20190612
SINGLE FAMILY 30Y,99.4,101.3,103.6,106.1,107.4,108.8,113.1,AVG. PRICE TOP 5 TRADES,UMBS,20190612
SINGLE FAMILY 30Y,0.3,0.6,0.8,1,1.3,1.7,5.7,STANDARD DEVIATION,UMBS,20190612
SINGLE FAMILY 30Y,3597.2,500802.7,3953196.1,864608.9,1017822.1,123174.8,9753.4,VOLUME OF TRADES (000'S),UMBS,20190612
SINGLE FAMILY 30Y,10,109,229,229,262,74,116,NUMBER OF TRADES,UMBS,20190612
SINGLE FAMILY 30Y,0,100.5,102,*,*,104.7,*,AVERAGE PRICE,FNMA,20190612
SINGLE FAMILY 30Y,0,100.2,102.3,*,*,104.6,*,WEIGHTED AVG. PRICE,FNMA,20190612
SINGLE FAMILY 30Y,0,100.5,102,*,*,104.5,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190612
SINGLE FAMILY 30Y,0,*,*,*,*,104.5,*,2ND QUARTILE PRICE,FNMA,20190612
SINGLE FAMILY 30Y,0,*,*,*,*,104.6,*,3RD QUARTILE PRICE,FNMA,20190612
SINGLE FAMILY 30Y,0,*,*,*,*,104.9,*,4TH QUARTILE PRICE,FNMA,20190612
SINGLE FAMILY 30Y,0,100.5,102,*,*,104.8,*,AVG. PRICE TOP 5 TRADES,FNMA,20190612
SINGLE FAMILY 30Y,0,0.9,0.8,*,*,0.4,*,STANDARD DEVIATION,FNMA,20190612
SINGLE FAMILY 30Y,0,10702.8,33145.4,*,*,34182.3,*,VOLUME OF TRADES (000'S),FNMA,20190612
SINGLE FAMILY 30Y,0,5,5,*,*,8,*,NUMBER OF TRADES,FNMA,20190612
SINGLE FAMILY 30Y,98.6,100,102,102.9,103.9,104.4,106.4,AVERAGE PRICE,FHLMC,20190612
SINGLE FAMILY 30Y,99.1,100.9,102.7,104,104.6,109.7,111.4,WEIGHTED AVG. PRICE,FHLMC,20190612
SINGLE FAMILY 30Y,98.6,98.2,100.5,99.2,101.8,101.9,98.4,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190612
SINGLE FAMILY 30Y,*,99.8,101.5,102.6,103.6,102,106.3,2ND QUARTILE PRICE,FHLMC,20190612
SINGLE FAMILY 30Y,*,100,101.9,103.2,104.1,105.3,107.1,3RD QUARTILE PRICE,FHLMC,20190612
SINGLE FAMILY 30Y,*,100.3,102.6,103.5,104.4,106.1,107.2,4TH QUARTILE PRICE,FHLMC,20190612
SINGLE FAMILY 30Y,98.6,101.7,103.2,104.4,105.9,107.3,111.4,AVG. PRICE TOP 5 TRADES,FHLMC,20190612
SINGLE FAMILY 30Y,1.1,0.9,0.8,1.7,1,2.9,3.3,STANDARD DEVIATION,FHLMC,20190612
SINGLE FAMILY 30Y,462.2,11127,169269.7,104386.4,43038.2,44278.3,4196.6,VOLUME OF TRADES (000'S),FHLMC,20190612
SINGLE FAMILY 30Y,7,65,116,71,71,21,95,NUMBER OF TRADES,FHLMC,20190612
SINGLE FAMILY 30Y,*,101.3,103.1,104.5,104.6,108.1,109.6,AVERAGE PRICE,GNMA,20190612
SINGLE FAMILY 30Y,*,101.6,103,104.1,104.5,106.3,106.9,WEIGHTED AVG. PRICE,GNMA,20190612
SINGLE FAMILY 30Y,*,100.2,102,102.4,101,101.3,90.6,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190612
SINGLE FAMILY 30Y,*,100.7,103,103.9,104.2,107.6,107.7,2ND QUARTILE PRICE,GNMA,20190612
SINGLE FAMILY 30Y,*,101.6,103,104.6,104.6,108.7,109.5,3RD QUARTILE PRICE,GNMA,20190612
SINGLE FAMILY 30Y,*,101.7,103.3,104.8,105.2,108.8,113.8,4TH QUARTILE PRICE,GNMA,20190612
SINGLE FAMILY 30Y,*,102,103.9,106.4,108.8,111,115.1,AVG. PRICE TOP 5 TRADES,GNMA,20190612
SINGLE FAMILY 30Y,*,0.6,0.5,0.8,1.7,1.6,4.4,STANDARD DEVIATION,GNMA,20190612
SINGLE FAMILY 30Y,*,2531081.7,2752255.4,2083686.8,1985324.3,649515,126696.8,VOLUME OF TRADES (000'S),GNMA,20190612
SINGLE FAMILY 30Y,*,72,89,191,117,553,735,NUMBER OF TRADES,GNMA,20190612
SINGLE FAMILY 15Y,100.1,101.3,101.9,102.2,103.5,*,0,AVERAGE PRICE,UMBS,20190613
SINGLE FAMILY 15Y,100.6,101.5,103.1,104.5,107.8,*,0,WEIGHTED AVG. PRICE,UMBS,20190613
SINGLE FAMILY 15Y,98,99.1,94.3,100.1,103.5,*,0,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190613
SINGLE FAMILY 15Y,99.6,101,101.6,100.3,*,*,0,2ND QUARTILE PRICE,UMBS,20190613
SINGLE FAMILY 15Y,100.4,101.5,102,102.3,*,*,0,3RD QUARTILE PRICE,UMBS,20190613
SINGLE FAMILY 15Y,100.6,101.9,103,103.5,*,*,0,4TH QUARTILE PRICE,UMBS,20190613
SINGLE FAMILY 15Y,100.8,102.1,104,105,103.5,*,0,AVG. PRICE TOP 5 TRADES,UMBS,20190613
SINGLE FAMILY 15Y,0.9,0.8,2.1,1.7,2.2,*,0,STANDARD DEVIATION,UMBS,20190613
SINGLE FAMILY 15Y,496033.9,915785.8,750092.9,13504.6,5558.7,*,0,VOLUME OF TRADES (000'S),UMBS,20190613
SINGLE FAMILY 15Y,100,109,141,55,7,*,0,NUMBER OF TRADES,UMBS,20190613
SINGLE FAMILY 15Y,99.9,100.8,104.1,0,0,0,*,AVERAGE PRICE,FNMA,20190613
SINGLE FAMILY 15Y,99.5,100.8,104.1,0,0,0,*,WEIGHTED AVG. PRICE,FNMA,20190613
SINGLE FAMILY 15Y,99.1,100.1,102.6,0,0,0,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190613
SINGLE FAMILY 15Y,99.5,100.5,103.8,0,0,0,*,2ND QUARTILE PRICE,FNMA,20190613
SINGLE FAMILY 15Y,100.2,100.8,104.3,0,0,0,*,3RD QUARTILE PRICE,FNMA,20190613
SINGLE FAMILY 15Y,100.6,101.4,104.9,0,0,0,*,4TH QUARTILE PRICE,FNMA,20190613
SINGLE FAMILY 15Y,100.8,101.6,105.3,0,0,0,*,AVG. PRICE TOP 5 TRADES,FNMA,20190613
SINGLE FAMILY 15Y,0.7,0.6,1.3,0,0,0,*,STANDARD DEVIATION,FNMA,20190613
SINGLE FAMILY 15Y,186000.2,46682.7,117844.1,0,0,0,*,VOLUME OF TRADES (000'S),FNMA,20190613
SINGLE FAMILY 15Y,18,23,17,0,0,0,*,NUMBER OF TRADES,FNMA,20190613
SINGLE FAMILY 15Y,99.7,101.4,101.7,102.5,*,0,112.9,AVERAGE PRICE,FHLMC,20190613
SINGLE FAMILY 15Y,100.4,101.4,103.1,104.1,*,0,115.5,WEIGHTED AVG. PRICE,FHLMC,20190613
SINGLE FAMILY 15Y,98.6,100.2,97.8,102.3,*,0,112.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190613
SINGLE FAMILY 15Y,98.8,101,101.5,101.3,*,0,*,2ND QUARTILE PRICE,FHLMC,20190613
SINGLE FAMILY 15Y,100.2,101.7,102.4,103.5,*,0,*,3RD QUARTILE PRICE,FHLMC,20190613
SINGLE FAMILY 15Y,100.6,102,103.1,103.6,*,0,*,4TH QUARTILE PRICE,FHLMC,20190613
SINGLE FAMILY 15Y,100.7,102.5,103.3,102.7,*,0,112.9,AVG. PRICE TOP 5 TRADES,FHLMC,20190613
SINGLE FAMILY 15Y,0.9,0.8,2.2,1.5,*,0,6.7,STANDARD DEVIATION,FHLMC,20190613
